INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	NOT_TT	NOT_MACAQUE_BUT_OTHERS	RELEVANCE_INDEX
7672	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
8197	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
4608	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.8047189562170503
6943	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	Y	Y	0.8047189562170503
6275	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
7192	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.8047189562170503
5079	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.8047189562170503
7392	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
8458	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.8047189562170503
7750	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
5736	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
5285	4.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.8047189562170503
5412	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
6746	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Y		0.8047189562170503
4192	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.8047189562170503
8432	4.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.8047189562170503
5382	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
6904	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
6453	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
8083	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
5385	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
4609	3.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
9683	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
10117	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
6143	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
3229	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
6122	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
4734	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
8474	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
8604	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
5260	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
9423	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
7500	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
4719	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
6478	3.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
2294	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
9689	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
6876	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
6881	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
9944	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
8983	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
8679	0.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
8640	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
9419	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
5335	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
10430	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
8699	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
5434	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
8836	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	Y		0.6931471805599454
7031	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
9060	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
7053	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
7787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Y		0.6931471805599454
7783	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
9537	0.0	20.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
4268	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
7739	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
4434	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	Y		0.6931471805599454
7725	0.0	25.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
8800	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
9028	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
7695	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
5690	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
7137	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	Y	Y	0.6931471805599454
8818	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
7842	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
10533	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0		Y	0.6931471805599454
5437	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
6980	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
8996	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
4576	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
5477	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
9508	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
7564	0.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
4549	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
5502	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
6417	0.0	19.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
8739	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
9330	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
7988	0.0	14.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
10544	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
9003	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
10465	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
5804	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
9524	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
4735	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
5696	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	Y	Y	0.6931471805599454
10371	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
10183	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
1973	3.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
5183	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	Y	Y	0.6931471805599454
9860	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
7386	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
9200	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
9474	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
6737	0.0	17.0	0.0	0.0	3.0	0.0	0.0	0.0		Y	0.6931471805599454
6585	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
8301	0.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
4937	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
10402	0.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
10344	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.6931471805599454
9890	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
4098	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
9802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Y		0.6931471805599454
6783	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
10374	0.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	Y	Y	0.6931471805599454
9788	0.0	25.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
6742	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
9477	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
9831	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
6516	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
9463	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
7335	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	Y	Y	0.6931471805599454
10566	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	Y	Y	0.6931471805599454
8328	0.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0		Y	0.6931471805599454
4047	3.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
10160	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
9742	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	Y	Y	0.6931471805599454
7470	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
6646	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.6931471805599454
8325	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	Y	Y	0.6931471805599454
8538	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Y		0.6931471805599454
10667	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
6572	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7013	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
9509	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
9080	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
4572	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
10096	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
3703	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
10534	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
3711	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7574	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
3722	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7941	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
5528	2.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
2308	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
9479	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
10001	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8016	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
6734	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
6419	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
9874	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8349	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
6968	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
7609	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
6831	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
4426	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
4994	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
7365	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
9395	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
7763	0.0	37.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
4944	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
7640	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
4270	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7752	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8942	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7643	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
6224	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
10064	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
4978	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
8822	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8946	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
4971	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
9554	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
7683	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
4941	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
10725	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
4416	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
7058	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
7865	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
4415	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
6619	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
4412	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
4409	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
7830	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
10486	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
6343	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
8847	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
5597	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
10091	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
10245	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
9358	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
9016	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
9587	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
10088	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
5002	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
4874	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
9196	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
6424	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
5336	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
9172	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
7450	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
4815	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
10431	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
5153	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
9697	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
9898	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7442	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
6556	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
5354	0.0	24.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
9267	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
5360	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
9129	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
5365	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
5373	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
5377	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8629	0.0	15.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
9940	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
5294	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8623	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
4767	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8601	0.0	17.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
3059	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
8603	0.0	19.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
7481	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
6845	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
10306	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
5900	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
5267	0.0	22.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
3094	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
6851	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
10132	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
8239	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
8911	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
4787	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
7439	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
6029	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7547	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
8330	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
5121	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
7251	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
9117	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
8304	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
4857	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
6918	0.0	26.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
8074	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
5439	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
8685	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	Y	Y	0.5493061443340549
5129	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.5493061443340549
6461	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0		Y	0.5493061443340549
9978	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Y		0.5493061443340549
9910	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.3465735902799727
10249	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
10663	0.0	9.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
9103	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.3465735902799727
8772	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.3465735902799727
9241	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
2352	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
6795	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.3465735902799727
7274	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
7195	0.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.3465735902799727
8625	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.3465735902799727
7641	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0		Y	0.3465735902799727
4993	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.3465735902799727
5211	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0		Y	0.3465735902799727
9947	0.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
9946	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.3465735902799727
9838	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
7678	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Y		0.3465735902799727
4587	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0		Y	0.3465735902799727
8402	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.3465735902799727
7723	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
8137	0.0	22.0	0.0	0.0	1.0	0.0	0.0	0.0	Y	Y	0.3465735902799727
3993											0.0
10175											0.0
10176	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	Y	Y	0.0
10216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
10186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
3598											0.0
3757											0.0
3753									Y		0.0
10200									Y		0.0
3623											0.0
3613									Y		0.0
3610											0.0
3986	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
10166	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
10214											0.0
4036	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0		Y	0.0
10167											0.0
10197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
4035	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
3750											0.0
10203											0.0
3781											0.0
10178									Y		0.0
10172	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	Y	Y	0.0
3796	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
10173									Y		0.0
3812											0.0
10169									Y		0.0
3839											0.0
10202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
3868											0.0
3772											0.0
10187											0.0
10188									Y		0.0
3752											0.0
10209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.0
10180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
4010									Y		0.0
4018	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
3700									Y		0.0
4026	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
10195											0.0
10182									Y		0.0
10207											0.0
10168											0.0
10196											0.0
10179											0.0
8477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
3589									Y		0.0
3120											0.0
3000											0.0
3004											0.0
3022											0.0
3024											0.0
10316											0.0
10315									Y		0.0
3028											0.0
3029											0.0
3035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
3045											0.0
3053											0.0
10309	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	Y	Y	0.0
10307											0.0
3060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y		0.0
3131											0.0
3582											0.0
10301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
3133											0.0
