INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK
6592	4	2	0	0	11	2	2	20
6593	2	0	0	0	6	0	0	0
6594	7	2	0	6	3	0	0	2
6595	0	8	0	0	0	0	0	0
6596	0	0	0	0	9	0	0	4
6597	8	0	0	0	17	0	0	0
6598	3	0	0	0	7	0	3	12
6599	2	2	0	2	4	4	4	19
6600	8	0	0	0	0	4	0	0
6601	0	0	0	0	2	0	0	2
6602	0	0	0	9	27	0	5	20
6603	0	0	0	0	7	0	0	0
6604	4	0	0	0	0	4	6	15
6605	3	0	0	0	8	0	0	2
6606	0	6	2	5	0	0	0	0
6607	0	4	0	2	12	0	0	0
6608	5	3	0	0	7	0	0	2
6609	0	0	0	0	0	0	0	0
6610	12	0	0	0	2	0	0	0
6611	2	4	0	0	0	0	0	3
6612	9	0	0	0	0	0	0	1
6613	12	0	0	0	6	0	0	0
6614	14	5	0	0	4	0	2	0
6615	0	6	0	0	0	0	0	7
6616	0	7	0	0	0	0	0	11
6617	0	3	0	2	13	0	0	3
6618	0	11	0	4	0	0	0	0
6619	0	0	0	0	2	0	0	0
6620	0	0	0	0	0	0	0	0
6621	0	0	0	24	9	0	0	2
6622	0	12	0	0	0	0	14	0
6623	0	8	0	0	0	0	0	8
6624	0	6	0	0	11	0	0	22
6625	3	0	0	17	15	6	0	12
6626	0	9	0	0	8	0	0	2
6627	0	0	0	0	2	0	0	6
6628	0	0	0	0	0	0	0	0
6629	0	0	0	0	2	0	0	2
6630	4	0	0	0	0	8	0	0
6631	0	24	0	0	6	0	0	4
6632	0	1	0	2	2	0	0	0
6633	0	6	0	0	0	0	0	0
6634	0	2	0	0	6	0	0	2
6635	0	0	0	0	0	0	0	18
6636	6	5	0	0	3	0	0	3
6637	0	4	0	12	13	0	0	12
6638	0	0	0	0	0	0	0	0
6639	0	9	0	0	8	0	0	20
6640	0	22	0	0	0	0	0	0
6641	0	10	0	0	4	0	2	53
6642	0	3	0	0	3	0	0	18
6643	0	0	0	0	0	0	0	19
6644	0	10	0	0	9	0	0	0
6645	0	0	0	0	0	0	0	0
6646	3	0	0	0	0	0	0	0
6647	NA	NA	NA	NA	NA	NA	NA	NA
6648	0	2	0	0	6	0	0	2
6649	0	8	0	0	0	2	2	0
6650	6	0	0	0	0	0	0	0
6651	4	4	0	0	17	0	0	24
6652	0	6	0	0	17	0	5	5
6653	0	0	0	6	0	0	1	5
6654	0	23	0	0	0	0	0	0
6655	0	7	0	0	0	0	0	0
6656	0	0	0	10	4	0	0	0
6657	0	23	0	0	0	0	6	0
6658	5	2	0	0	0	0	0	46
6659	4	0	0	0	0	0	0	2
6660	0	0	0	0	5	0	0	6
6661	0	2	0	0	0	0	0	2
6662	0	10	0	0	30	0	0	0
6663	2	0	0	0	4	7	0	0
6664	0	0	0	0	10	0	0	6
6665	0	0	0	0	6	0	0	2
6666	2	0	0	0	15	0	0	6
6667	0	0	0	0	0	0	0	0
6668	0	0	0	0	9	0	0	16
6669	0	2	0	0	0	0	0	0
6670	0	0	0	0	0	0	0	3
6671	0	4	0	0	0	0	0	0
6672	0	4	0	0	11	0	0	4
6673	10	3	0	0	0	0	0	0
6674	0	0	0	0	0	0	0	0
6675	8	0	0	0	2	0	0	0
6676	0	7	0	0	21	0	0	0
6677	0	0	0	0	0	0	2	2
6678	0	26	0	9	4	0	0	0
6679	0	0	0	0	0	0	0	0
6680	0	0	0	0	0	0	0	4
6681	NA	NA	NA	NA	NA	NA	NA	NA
6682	0	10	0	0	0	0	0	2
6683	0	9	0	0	21	0	2	12
6684	0	6	0	0	0	0	2	20
6685	7	2	0	0	0	0	0	0
6686	9	0	0	3	0	0	0	3
6687	0	4	0	1	0	0	0	2
6688	4	2	0	0	2	0	2	6
6689	NA	NA	NA	NA	NA	NA	NA	NA
6690	0	5	0	0	0	0	0	0
6691	0	3	0	0	0	0	0	0
6692	0	5	0	0	0	0	0	0
6693	0	6	0	0	0	0	0	2
6694	0	7	0	0	4	0	0	0
6695	0	8	0	5	0	0	0	0
6696	0	0	0	4	0	0	0	0
6697	0	5	0	0	0	0	0	0
6698	16	2	0	0	0	0	0	0
6699	0	7	0	6	10	0	0	12
6700	0	13	0	0	0	0	0	0
6701	0	10	0	0	4	0	0	0
6702	0	4	0	0	0	0	0	0
6703	0	2	0	0	0	0	0	0
6704	0	0	0	0	0	0	0	4
6705	13	2	0	0	0	0	0	0
6706	0	8	0	0	0	0	2	0
6707	0	5	0	0	4	0	0	20
6708	0	6	0	6	8	0	2	4
6709	5	0	0	0	6	0	0	2
6710	0	16	0	0	0	0	0	0
6711	0	2	0	0	3	0	0	2
6712	0	9	0	0	3	0	0	19
6713	0	4	0	0	0	3	0	0
6714	0	0	0	0	4	0	0	21
6715	6	25	0	0	0	0	0	2
6716	0	0	0	0	7	0	0	6
6717	5	4	0	2	0	0	0	0
6718	0	7	0	0	15	0	0	0
6719	0	3	0	0	4	0	0	6
6720	5	6	0	0	0	0	0	0
6721	0	3	0	0	0	0	0	14
6722	0	16	0	0	0	0	0	0
6723	0	0	0	0	0	0	0	4
6724	0	0	0	0	0	0	0	0
6725	0	0	0	0	0	0	3	3
6726	0	12	3	3	10	0	0	0
6727	0	0	0	0	6	0	0	2
6728	0	0	0	0	0	0	0	0
6729	7	0	0	0	0	0	0	0
6730	2	4	0	0	16	0	0	1
6731	2	2	0	4	0	0	0	0
6732	0	8	0	0	0	0	0	4
6733	0	5	0	16	8	0	2	5
6734	0	2	0	0	2	0	0	0
6735	0	14	0	2	2	0	0	0
6736	0	8	0	0	0	0	0	2
6737	0	17	0	0	3	0	0	0
6738	22	4	0	0	0	0	0	0
6739	0	2	0	5	16	0	0	15
6740	0	0	0	0	0	0	0	3
6741	0	9	0	0	0	0	0	0
6742	0	2	0	0	0	0	0	1
6743	0	0	0	0	0	0	0	0
6744	0	0	0	0	7	0	0	6
6745	2	0	0	0	9	0	6	15
6746	0	0	0	0	4	0	0	0
6747	0	11	0	5	10	0	2	16
6748	0	9	0	4	4	0	0	4
6749	0	0	0	0	11	0	2	2
6750	0	9	2	4	0	0	3	0
6751	0	1	0	0	0	0	0	0
6752	0	0	0	2	0	0	0	6
6753	0	0	0	0	13	0	0	13
6754	0	0	0	0	0	0	0	2
6755	0	6	0	0	0	0	0	0
6756	0	0	0	0	0	0	2	0
6757	0	2	0	0	2	0	0	4
6758	2	5	0	0	0	0	0	25
6759	0	12	0	0	13	0	0	41
6760	0	3	0	0	0	0	0	0
6761	0	8	0	0	19	0	0	2
6762	0	2	0	0	3	0	0	4
6763	0	0	0	0	0	0	0	0
6764	0	6	0	0	12	0	0	3
6765	0	8	0	0	0	0	0	0
6766	2	0	0	0	9	0	0	8
6767	0	4	0	0	7	0	0	2
6768	3	14	0	0	2	0	0	2
6769	0	15	0	0	13	0	0	0
6770	5	0	0	0	8	2	0	1
6771	0	6	0	0	0	2	0	0
6772	0	0	0	0	0	0	2	0
6773	0	2	0	0	2	0	0	0
6774	9	0	0	0	8	0	0	0
6775	4	0	0	0	4	0	0	2
6776	0	0	0	0	22	0	0	2
6777	0	0	0	0	0	0	2	0
6778	2	0	0	0	0	0	2	0
6779	0	0	0	0	2	0	0	0
6780	NA	NA	NA	NA	NA	NA	NA	NA
6781	0	0	0	1	3	0	0	0
6782	2	1	0	0	0	0	0	0
6783	3	0	0	0	0	0	0	0
6784	5	0	0	0	9	0	0	2
6785	0	0	0	0	0	0	0	2
6786	3	0	0	0	19	11	0	18
6787	3	0	0	0	5	0	0	10
6788	0	0	0	0	9	0	0	0
6789	0	2	0	0	6	0	0	0
6790	0	15	0	0	3	3	8	19
6791	3	3	0	0	9	0	0	3
6792	0	6	1	15	4	0	0	4
6793	5	0	0	0	13	0	0	2
6794	17	6	0	1	2	0	4	10
6795	0	0	0	0	1	0	0	0
6796	0	4	0	0	0	0	0	0
6797	0	4	0	0	0	0	0	0
6798	0	0	0	0	6	0	0	0
6799	0	16	0	2	5	0	0	23
6800	2	0	0	0	0	0	0	0
6801	0	12	0	0	0	0	0	0
6802	0	4	0	0	2	0	0	3
6803	0	0	0	0	0	0	0	3
6804	0	3	0	3	3	0	0	0
6805	0	2	0	0	12	0	0	0
6806	0	0	0	4	4	0	0	2
6807	0	6	0	0	6	0	0	4
6808	0	0	0	0	15	0	0	6
6809	0	5	0	0	0	0	0	0
6810	0	14	0	0	3	0	0	3
6811	NA	NA	NA	NA	NA	NA	NA	NA
6812	6	0	0	2	4	0	0	0
6813	0	3	0	0	2	2	5	0
6814	0	1	0	0	5	0	0	0
6815	0	0	0	0	0	0	0	0
6816	0	13	0	0	0	0	0	0
6817	4	2	0	5	0	0	0	0
6818	0	4	0	0	0	0	0	0
6819	0	5	0	0	0	0	0	0
6820	0	4	0	0	13	0	2	0
6821	2	0	0	0	1	0	0	0
6822	3	0	0	0	0	0	0	0
6823	0	0	0	0	6	0	0	0
6824	NA	NA	NA	NA	NA	NA	NA	NA
6825	0	0	0	0	0	0	0	0
6826	6	0	0	8	0	0	2	0
6827	0	6	0	0	0	0	0	0
6828	6	3	0	0	10	0	0	6
6829	0	2	0	0	0	0	0	7
6830	0	3	0	0	0	0	0	9
6831	0	12	0	0	2	0	0	0
6832	0	0	0	0	7	0	0	0
6833	4	0	0	0	0	0	0	0
6834	5	29	0	0	3	2	0	0
6835	0	0	0	0	0	0	0	12
6836	0	8	0	0	11	0	0	20
6837	0	13	0	0	0	0	0	42
6838	0	4	0	0	4	0	0	2
6839	0	7	0	0	4	0	0	2
6840	NA	NA	NA	NA	NA	NA	NA	NA
6841	0	11	0	1	2	0	15	0
6842	0	0	0	0	0	0	0	5
6843	0	0	0	0	0	0	0	0
6844	0	8	0	12	0	0	1	0
6845	0	0	0	0	2	0	0	0
6846	4	0	0	0	6	0	2	4
6847	0	0	0	0	0	0	0	20
6848	2	2	0	6	0	4	5	22
6849	6	3	0	4	2	0	0	4
6850	0	0	0	0	0	0	0	0
6851	0	13	0	0	2	0	0	0
6852	0	4	0	0	15	0	0	0
6853	0	4	0	0	0	0	12	0
6854	0	0	0	0	0	0	0	0
6855	0	14	0	13	0	0	0	1
6856	0	0	10	16	3	0	0	3
6857	0	2	0	2	2	0	2	0
6858	0	4	0	1	5	0	0	8
6859	0	11	0	0	0	0	0	0
6860	0	7	0	0	6	0	0	0
6861	0	0	0	0	5	0	0	0
6862	0	0	0	0	0	0	0	0
6863	0	0	0	0	0	0	0	2
6864	NA	NA	NA	NA	NA	NA	NA	NA
6865	2	0	0	0	2	0	0	0
6866	NA	NA	NA	NA	NA	NA	NA	NA
6867	3	0	0	0	6	0	0	0
6868	2	2	0	0	6	0	0	2
6869	0	3	0	0	0	0	0	0
6870	0	4	0	0	0	0	0	0
6871	NA	NA	NA	NA	NA	NA	NA	NA
6872	0	14	0	0	0	15	0	0
6873	7	3	0	0	0	4	0	0
6874	0	10	0	0	13	0	0	1
6875	0	8	0	0	0	0	4	4
6876	0	10	0	0	3	0	0	0
6877	9	0	0	0	0	0	0	3
6878	0	2	0	14	0	0	0	4
6879	2	0	0	0	2	0	0	3
6880	0	0	0	0	0	0	0	3
6881	0	5	0	0	3	0	0	0
6882	0	0	0	22	0	0	0	25
6883	0	0	0	0	0	0	0	0
6884	0	8	0	0	10	0	0	18
6885	0	0	0	0	0	0	0	0
6886	3	17	0	3	0	0	0	20
6887	0	0	0	0	0	0	0	0
6888	0	0	0	0	0	0	0	0
6889	0	0	0	0	0	0	0	0
6890	0	0	0	0	15	0	0	6
6891	16	3	0	0	0	0	0	0
6892	0	6	0	0	0	0	0	0
6893	0	5	0	0	0	0	0	0
6894	4	13	0	0	0	0	0	0
6895	0	8	0	0	0	0	0	0
6896	2	12	0	0	0	0	3	0
6897	0	3	0	0	19	0	0	0
6898	0	4	0	0	11	0	0	0
6899	0	2	0	0	9	0	0	5
6900	NA	NA	NA	NA	NA	NA	NA	NA
6901	0	5	0	0	0	0	0	0
6902	0	0	0	0	14	0	0	9
6903	0	3	0	0	0	0	0	3
6904	3	3	0	0	0	0	0	0
6905	0	11	0	0	5	13	2	0
6906	0	13	0	0	0	0	0	3
6907	0	2	0	4	4	0	0	23
6908	14	3	0	0	4	0	0	0
6909	0	8	0	2	0	0	0	8
6910	3	0	0	0	0	2	15	2
6911	0	3	0	0	0	0	0	11
6912	0	0	0	0	7	0	0	1
6913	0	0	0	0	6	0	0	3
6914	5	5	0	0	14	0	2	0
6915	0	0	0	0	0	0	0	0
6916	0	6	2	2	4	0	0	17
6917	0	0	0	0	11	0	0	0
6918	0	26	0	0	2	0	0	0
6919	0	0	0	0	0	0	0	2
6920	0	8	0	0	0	0	0	0
6921	0	0	0	2	4	0	0	8
6922	0	5	0	0	22	0	0	0
6923	0	7	0	0	7	0	0	16
6924	0	0	0	0	0	0	0	8
6925	2	0	0	0	8	0	0	8
6926	0	6	0	0	2	0	1	0
6927	0	3	0	0	0	0	0	0
6928	2	0	0	0	15	0	0	0
6929	0	15	0	0	0	0	6	7
6930	0	18	0	0	2	0	2	0
6931	0	13	0	0	0	0	2	0
6932	2	0	0	0	7	0	0	0
6933	0	0	0	0	0	0	0	0
6934	2	2	0	0	2	0	0	6
6935	2	0	0	0	5	0	0	0
6936	0	2	0	2	0	0	0	0
6937	0	0	0	0	0	0	0	0
6938	0	6	0	0	0	0	2	6
6939	0	0	0	0	0	0	0	4
6940	NA	NA	NA	NA	NA	NA	NA	NA
6941	0	0	0	0	0	0	0	0
6942	3	0	0	0	0	2	18	10
6943	0	8	0	0	4	0	0	0
6944	0	0	0	0	14	0	0	6
6945	0	4	0	0	0	0	0	6
6946	0	6	0	0	0	0	0	5
6947	NA	NA	NA	NA	NA	NA	NA	NA
6948	0	5	0	0	13	0	0	2
6949	0	11	0	0	5	0	2	25
6950	0	15	0	0	0	0	0	4
6951	0	11	0	0	0	0	0	0
6952	NA	NA	NA	NA	NA	NA	NA	NA
6953	3	0	0	0	4	0	0	0
6954	0	0	0	0	0	0	0	8
6955	0	0	0	0	4	0	0	0
6956	0	0	0	0	8	0	0	8
6957	12	2	0	0	0	0	0	0
6958	0	0	0	0	0	0	0	3
6959	0	6	0	0	15	0	0	4
6960	0	0	0	0	13	0	0	2
6961	0	9	0	0	18	0	0	0
6962	4	0	0	0	6	0	0	2
6963	NA	NA	NA	NA	NA	NA	NA	NA
6964	0	0	0	0	0	0	0	0
6965	0	2	0	0	0	0	0	0
6966	0	13	0	0	2	0	2	8
6967	0	0	0	0	12	0	0	6
6968	0	4	0	0	2	0	0	0
6969	0	0	0	0	3	0	0	0
6970	0	24	0	0	0	0	0	2
6971	3	2	0	0	19	0	0	0
6972	1	0	0	0	3	0	0	0
6973	0	2	0	0	12	0	1	24
6974	0	0	0	0	17	0	0	0
6975	0	7	0	3	3	0	0	0
6976	0	3	0	0	13	0	0	6
6977	0	10	0	0	14	0	2	0
6978	0	17	0	18	3	0	0	17
6979	0	4	0	0	0	0	0	0
6980	0	7	0	0	3	0	0	0
6981	0	13	0	0	4	0	0	0
6982	NA	NA	NA	NA	NA	NA	NA	NA
6983	0	2	0	0	4	0	1	0
6984	0	0	0	0	0	0	0	0
6985	0	8	0	0	0	0	0	0
6986	0	0	0	0	15	0	0	3
6987	0	0	0	0	0	0	0	0
6988	0	3	0	0	13	0	0	0
6989	0	0	0	0	0	0	0	9
6990	0	2	0	0	12	0	0	7
6991	0	0	0	0	17	0	0	0
6992	6	0	0	0	26	0	0	0
6993	0	2	0	2	0	0	0	0
6994	0	0	0	0	0	0	0	0
6995	0	0	0	4	0	0	0	0
6996	0	0	0	0	0	0	0	0
6997	0	0	0	0	4	0	0	6
6998	0	0	0	1	2	0	0	3
6999	0	0	0	0	11	0	1	9
7000	0	0	0	0	0	0	0	0
7001	3	15	0	0	2	0	0	0
7002	0	0	0	2	2	2	2	0
7003	0	8	0	0	0	0	0	0
7004	1	3	0	0	0	0	3	0
7005	0	2	0	6	12	0	0	0
7006	2	0	0	0	4	0	0	4
7007	0	0	0	0	2	0	0	6
7008	0	0	0	0	0	0	0	0
7009	0	0	0	0	0	0	0	0
7010	0	9	0	3	9	0	3	0
7011	0	0	0	2	0	0	0	2
7012	0	0	0	0	0	0	0	2
7013	0	6	0	0	2	0	0	0
7014	0	0	0	0	2	0	0	9
7015	9	3	0	2	2	0	0	0
7016	NA	NA	NA	NA	NA	NA	NA	NA
7017	0	6	0	0	9	0	0	0
7018	16	7	0	0	0	0	0	0
7019	0	0	0	0	0	0	0	0
7020	0	3	0	0	4	0	0	0
7021	0	0	0	0	2	0	0	2
7022	0	0	0	0	0	0	0	4
7023	3	0	0	0	0	0	0	3
7024	NA	NA	NA	NA	NA	NA	NA	NA
7025	5	0	0	0	8	0	0	0
7026	8	19	0	0	0	0	0	0
7027	0	0	0	0	0	0	0	0
7028	2	4	0	0	0	0	0	0
7029	NA	NA	NA	NA	NA	NA	NA	NA
7030	0	3	0	0	0	0	3	0
7031	3	8	0	0	0	0	0	0
7032	0	4	0	0	12	0	0	4
7033	0	0	0	0	5	0	0	4
7034	0	19	0	0	14	0	0	0
7035	0	0	0	2	4	0	0	0
7036	0	4	0	0	0	0	0	0
7037	0	0	0	2	0	0	0	26
7038	0	0	0	7	0	0	0	0
7039	0	3	0	0	5	0	0	30
7040	0	0	0	3	0	0	0	0
7041	0	0	0	8	0	0	0	0
7042	NA	NA	NA	NA	NA	NA	NA	NA
7043	0	21	0	12	0	0	0	6
7044	0	6	0	0	0	0	1	5
7045	0	0	0	0	0	0	0	15
7046	0	2	0	0	0	0	0	0
7047	0	0	0	6	9	0	0	16
7048	0	2	0	3	3	0	0	6
7049	0	3	0	0	0	0	0	0
7050	0	0	0	21	4	0	2	8
7051	0	0	0	0	0	0	0	0
7052	0	0	0	0	19	0	0	0
7053	0	12	0	0	3	0	0	0
7054	22	2	0	0	0	0	0	0
7055	0	2	0	0	0	0	0	4
7056	0	4	2	2	2	0	0	4
7057	NA	NA	NA	NA	NA	NA	NA	NA
7058	0	11	0	0	2	0	0	0
7059	0	3	0	0	0	3	0	0
7060	0	3	0	0	15	0	0	5
7061	0	8	0	0	13	0	0	4
7062	2	24	0	0	9	0	2	2
7063	0	2	0	0	0	0	0	8
7064	0	6	0	0	0	0	0	0
7065	0	9	0	0	4	0	0	8
7066	6	6	0	0	0	0	3	6
7067	2	0	0	0	23	0	0	0
7068	0	4	0	0	0	0	0	0
7069	0	12	0	4	0	0	0	0
7070	0	0	0	0	0	0	0	0
7071	0	4	0	0	0	0	0	0
7072	NA	NA	NA	NA	NA	NA	NA	NA
7073	0	12	0	15	12	0	0	18
7074	0	0	0	0	0	0	0	0
7075	0	0	0	0	0	0	0	9
7076	6	0	0	0	0	0	0	0
7077	0	0	0	2	0	0	0	0
7078	0	0	0	0	0	0	0	0
7079	0	0	0	0	22	0	0	0
7080	0	0	0	36	4	0	0	22
7081	0	0	0	0	12	0	0	0
7082	0	0	0	0	0	0	11	8
7083	0	3	0	0	7	0	0	3
7084	0	19	0	0	0	0	1	0
7085	0	4	0	0	0	0	0	2
7086	10	0	0	7	0	0	0	0
7087	0	3	0	0	14	0	0	0
7088	0	5	0	0	0	0	0	6
7089	0	0	0	0	0	0	0	0
7090	2	0	0	0	0	4	12	23
7091	0	0	0	0	0	0	0	0
7092	0	0	0	10	0	0	0	12
7093	0	9	0	0	0	0	0	0
7094	0	10	0	0	30	0	0	4
7095	0	0	0	0	0	0	0	0
7096	0	2	0	0	0	0	0	0
7097	0	2	0	0	0	4	0	0
7098	0	6	0	0	0	0	0	0
7099	4	0	0	0	7	0	0	0
7100	0	7	0	0	0	0	0	0
7101	0	2	0	0	2	0	0	5
7102	0	3	0	0	0	0	0	4
7103	0	3	0	3	9	0	0	0
7104	0	12	0	0	6	0	0	4
7105	0	0	0	0	0	0	0	0
7106	0	3	0	9	0	0	3	3
7107	0	12	0	0	0	1	2	18
7108	0	5	0	0	0	0	0	0
7109	3	0	0	0	15	0	9	0
7110	0	0	0	0	0	0	0	0
7111	2	2	0	6	2	0	0	6
7112	0	0	0	0	0	0	0	4
7113	13	6	0	4	4	0	2	0
7114	0	6	0	0	0	0	0	24
7115	0	0	0	0	26	0	0	0
7116	0	0	0	16	0	0	0	24
7117	12	16	0	2	5	0	0	0
7118	0	4	0	2	0	2	23	8
7119	0	13	0	0	0	0	2	0
7120	0	16	0	0	0	0	0	25
7121	NA	NA	NA	NA	NA	NA	NA	NA
7122	0	0	0	0	0	0	0	16
7123	0	2	0	0	0	0	0	0
7124	0	24	0	2	8	0	0	0
7125	0	2	0	0	0	0	0	19
7126	0	0	0	0	0	0	0	0
7127	0	0	0	0	16	0	0	3
7128	0	2	0	0	9	0	0	8
7129	5	5	0	0	0	0	0	5
7130	0	0	0	2	2	0	0	9
7131	0	3	0	5	0	0	4	9
7132	17	4	0	0	0	0	0	0
7133	0	2	0	0	12	0	0	6
7134	0	2	0	0	8	0	0	3
7135	2	0	0	0	26	0	0	0
7136	0	0	0	0	7	0	0	3
7137	0	4	0	0	0	0	0	1
7138	0	27	0	2	0	0	0	0
7139	0	5	0	0	0	0	0	2
7140	2	0	0	0	2	0	0	0
7141	0	0	0	0	0	0	4	1
7142	0	0	0	0	0	0	0	4
7143	6	0	0	0	0	6	4	24
7144	0	5	0	2	0	0	0	2
7145	0	4	0	8	2	0	0	0
7146	8	9	0	0	24	3	1	4
7147	0	0	0	29	7	0	0	4
7148	0	4	0	0	0	0	6	4
7149	0	0	0	0	0	6	0	0
7150	0	0	0	0	13	0	0	0
7151	0	0	0	20	4	0	0	4
7152	0	16	0	0	1	0	0	22
7153	0	4	0	7	0	0	0	0
7154	0	6	0	3	21	3	0	2
7155	6	0	0	0	0	0	0	0
7156	0	18	0	0	2	0	0	0
7157	2	9	0	0	2	0	0	0
7158	8	10	0	0	14	0	4	0
7159	0	0	0	0	6	0	0	7
7160	0	0	0	0	16	0	0	8
7161	0	0	0	0	1	0	2	0
7162	0	0	0	0	10	0	0	10
7163	0	4	0	0	0	0	0	0
7164	0	2	0	0	0	0	0	0
7165	0	15	0	0	6	0	0	0
7166	0	11	0	0	0	0	0	0
7167	0	0	0	0	0	1	0	0
7168	NA	NA	NA	NA	NA	NA	NA	NA
7169	2	0	0	0	6	0	0	0
7170	3	0	0	0	15	0	0	2
7171	0	0	0	0	0	0	0	2
7172	0	8	0	2	17	0	2	0
7173	0	5	0	0	0	0	2	2
7174	0	6	0	0	0	2	0	6
7175	0	0	0	0	3	0	0	7
7176	0	4	0	0	4	0	0	2
7177	9	4	0	0	0	0	0	11
7178	0	0	0	0	4	0	3	0
7179	0	13	0	0	0	0	0	0
7180	NA	NA	NA	NA	NA	NA	NA	NA
7181	14	0	0	0	0	0	2	2
7182	0	0	0	0	0	0	0	2
7183	3	0	0	0	2	0	0	0
7184	0	6	0	0	0	0	0	0
7185	4	4	0	0	6	0	2	11
7186	5	1	0	0	4	0	1	3
7187	0	6	0	0	0	0	0	0
7188	0	15	0	2	0	0	0	6
7189	0	0	0	0	11	0	0	6
7190	4	0	0	0	11	2	6	3
7191	0	0	0	0	12	0	0	4
7192	4	8	0	0	0	0	0	0
7193	3	4	0	0	4	5	0	0
7194	2	14	0	0	0	0	2	0
7195	0	12	0	0	1	0	0	0
7196	0	0	0	0	5	0	0	0
7197	4	2	0	0	0	0	0	0
7198	0	0	0	0	0	0	0	0
7199	0	4	0	0	0	0	0	7
7200	0	6	0	0	0	0	0	2
7201	0	0	0	0	0	0	0	0
7202	0	17	0	13	5	0	0	15
7203	2	10	0	0	6	0	0	0
7204	4	30	0	0	0	0	0	4
7205	0	6	0	0	0	0	0	0
7206	2	2	0	4	5	0	0	4
7207	0	2	0	0	4	0	0	2
7208	0	36	0	0	0	0	6	18
7209	0	0	0	0	1	0	0	1
7210	0	6	0	3	3	0	0	19
7211	NA	NA	NA	NA	NA	NA	NA	NA
7212	3	0	0	0	3	0	0	15
7213	11	23	0	0	0	0	8	0
7214	6	3	0	0	16	0	0	12
7215	0	0	0	2	20	0	0	2
7216	0	4	0	0	6	0	0	2
7217	0	3	0	4	6	0	0	3
7218	2	9	0	0	2	0	7	6
7219	0	0	0	0	6	0	0	0
7220	3	0	0	0	10	0	17	26
7221	0	0	0	0	6	12	2	6
7222	0	3	0	0	0	0	0	0
7223	8	0	0	0	6	0	0	0
7224	0	6	0	34	0	0	0	0
7225	0	3	0	0	0	0	0	0
7226	6	0	0	0	9	0	0	8
7227	0	0	0	0	10	0	0	3
7228	3	3	0	0	0	3	12	0
7229	0	35	0	0	0	0	0	0
7230	0	0	0	0	0	0	0	0
7231	0	0	0	0	0	0	0	0
7232	0	4	0	0	0	0	0	2
7233	0	0	0	2	6	0	0	4
7234	3	0	0	0	8	0	2	0
7235	2	0	0	0	0	0	0	4
7236	2	1	0	0	2	0	0	0
7237	0	18	0	0	0	0	0	0
7238	0	2	2	2	18	0	0	0
7239	0	3	0	0	17	0	0	0
7240	0	0	0	0	0	0	6	0
7241	0	10	0	0	0	0	0	0
7242	2	0	0	0	2	0	0	2
7243	0	0	0	0	0	0	0	0
7244	4	0	0	0	0	0	0	0
7245	15	0	0	0	0	0	0	0
7246	0	3	0	0	2	0	2	2
7247	0	0	0	0	13	0	0	4
7248	0	4	0	0	10	0	2	2
7249	4	0	0	0	0	0	0	0
7250	0	0	0	0	9	0	0	7
7251	0	0	0	0	2	0	0	0
7252	0	9	0	0	0	0	0	2
7253	0	16	0	0	0	0	0	2
7254	0	3	0	0	0	0	0	0
7255	0	2	0	0	0	0	0	0
7256	0	5	0	0	0	0	0	4
7257	0	0	0	0	3	0	0	2
7258	0	0	0	0	0	0	0	3
7259	0	2	0	0	17	0	0	3
7260	0	2	0	0	0	0	0	0
7261	0	0	0	0	4	0	2	0
7262	0	0	0	0	13	0	0	0
7263	2	2	0	0	0	0	1	0
7264	6	9	0	0	10	0	0	0
7265	NA	NA	NA	NA	NA	NA	NA	NA
7266	0	5	0	0	2	0	0	0
7267	0	0	0	0	0	0	0	0
7268	0	4	0	0	0	0	0	0
7269	0	0	0	0	0	0	0	0
7270	2	0	0	2	0	0	0	0
7271	0	0	0	2	11	0	0	0
7272	0	0	0	0	4	0	0	0
7273	0	0	0	0	0	0	0	0
7274	0	6	0	0	1	0	0	0
7275	0	3	0	0	0	0	0	0
7276	0	3	0	0	0	0	0	0
7277	0	0	0	0	6	0	0	9
7278	0	4	0	0	0	0	0	0
7279	0	15	0	0	0	0	0	0
7280	0	15	0	0	12	0	0	4
7281	NA	NA	NA	NA	NA	NA	NA	NA
7282	0	0	0	0	0	0	0	0
7283	1	0	0	3	0	0	0	0
7284	0	0	0	0	0	0	0	0
7285	3	0	0	0	0	6	3	0
7286	NA	NA	NA	NA	NA	NA	NA	NA
7287	NA	NA	NA	NA	NA	NA	NA	NA
7288	0	8	0	2	15	0	0	0
7289	0	0	0	0	0	0	0	0
7290	NA	NA	NA	NA	NA	NA	NA	NA
7291	0	6	0	0	0	3	0	0
7292	0	0	0	5	0	2	0	0
7293	0	0	0	0	0	0	0	0
7294	0	6	0	0	6	0	0	0
7295	0	3	0	3	3	0	0	8
7296	0	6	3	3	17	0	0	16
7297	0	9	0	0	27	0	0	0
7298	6	20	0	2	0	0	10	13
7299	12	7	0	0	4	0	0	0
7300	0	0	0	0	2	0	0	7
7301	0	0	0	0	0	0	0	0
7302	4	4	0	0	5	0	0	6
7303	2	5	0	2	0	0	0	0
7304	0	0	0	0	10	0	0	0
7305	5	3	0	0	2	0	0	0
7306	0	0	0	2	14	0	0	0
