INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	NOT_TT	NOT_MACAQUE_BUT_OTHERS
2632	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	111.0	22.0	0.0	7.0	22.0	Y	
2633	0.0	0.0	0.0	15.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	3.0	2.0	13.0	2.0	64.0	4.0	3.0	0.0	25.0		
2634	0.0	5.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	1.0	2.0	4.0	0.0	16.0	1.0	0.0	0.0	4.0		
2635	8.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	5.0	2.0	0.0	5.0	2.0	0.0	0.0	0.0		
2636	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	18.0	0.0	10.0	2.0	0.0	3.0	9.0	Y	
2637	6.0	0.0	0.0	4.0	0.0	0.0	2.0	2.0	5.0	1.0	0.0	5.0	2.0	0.0	1.0	6.0	47.0	29.0	2.0	68.0	36.0	0.0	16.0	52.0	Y	
2638	0.0	5.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	6.0	0.0	0.0	0.0	0.0	4.0	23.0	9.0	96.0	11.0	3.0	13.0	28.0		
2639	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	40.0	5.0	0.0	7.0	32.0	Y	
2640	35.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	7.0	5.0	0.0	4.0	0.0	13.0	10.0	1.0	29.0	11.0	1.0	38.0	4.0		
2641	34.0	0.0	0.0	12.0	11.0	0.0	0.0	0.0	4.0	1.0	0.0	3.0	1.0	1.0	1.0	0.0	7.0	3.0	0.0	13.0	18.0	2.0	1.0	10.0		
2642	0.0	0.0	0.0	12.0	0.0	6.0	6.0	8.0	0.0	0.0	0.0	6.0	0.0	5.0	3.0	4.0	4.0	5.0	0.0	104.0	1.0	95.0	56.0	60.0		
2643	0.0	0.0	0.0	10.0	1.0	0.0	4.0	36.0	0.0	0.0	0.0	10.0	1.0	0.0	2.0	29.0	30.0	30.0	1.0	156.0	14.0	13.0	28.0	449.0		
2644	11.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	14.0	4.0	1.0	17.0	0.0	1.0	2.0	12.0		
2645	0.0	0.0	17.0	35.0	36.0	0.0	18.0	18.0	0.0	10.0	2.0	7.0	14.0	0.0	2.0	12.0	0.0	12.0	3.0	10.0	16.0	0.0	2.0	13.0		
2647	0.0	0.0	0.0	35.0	0.0	0.0	10.0	0.0	0.0	4.0	0.0	20.0	0.0	0.0	7.0	2.0	1.0	18.0	0.0	55.0	0.0	1.0	25.0	10.0		
2648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	11.0	0.0	29.0	72.0	24.0	6.0	16.0		
2649	2.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	5.0	4.0	22.0	0.0	71.0	2.0	3.0	11.0	45.0		
2650	55.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	4.0	1.0	0.0	1.0	0.0	0.0	6.0	10.0	16.0	36.0	0.0	36.0	7.0	43.0	59.0	141.0		
2651	0.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0	13.0	0.0	55.0	6.0	0.0	0.0	15.0	Y	
2652	4.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	26.0	7.0	0.0	8.0	1.0	0.0	0.0	40.0	Y	
2653	0.0	0.0	0.0	7.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	3.0	4.0	22.0	0.0	39.0	24.0	5.0	22.0	5.0		
2654	0.0	0.0	0.0	6.0	0.0	0.0	0.0	28.0																		
2655	0.0	0.0	2.0	2.0	18.0	0.0	0.0	2.0	0.0	3.0	2.0	2.0	14.0	0.0	0.0	4.0	0.0	4.0	2.0	2.0	15.0	0.0	0.0	4.0		
2656	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	4.0	13.0	0.0	28.0	0.0	0.0	0.0	69.0	Y	
2658	3.0	0.0	0.0	3.0	6.0	0.0	21.0	40.0	2.0	1.0	0.0	7.0	2.0	1.0	8.0	19.0	18.0	1.0	0.0	45.0	17.0	1.0	83.0	126.0		
2659	0.0	6.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	45.0	1.0	0.0	0.0	0.0	Y	
2660	35.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0																		
2661	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	21.0	8.0	0.0	1.0	4.0	Y	
2662	3.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	1.0	0.0	0.0	5.0	11.0	30.0	0.0	61.0	9.0	0.0	10.0	35.0	Y	
2664	0.0	0.0	0.0	22.0	0.0	0.0	4.0	22.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	14.0	12.0	3.0	6.0	69.0	11.0	3.0	17.0	58.0		
2665	8.0	2.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	9.0	1.0	0.0	0.0	1.0	20.0	18.0	0.0	60.0	13.0	1.0	1.0	22.0		
2666	2.0	0.0	0.0	1.0	7.0	0.0	0.0	12.0	1.0	0.0	0.0	1.0	6.0	0.0	0.0	11.0	22.0	15.0	2.0	22.0	84.0	0.0	36.0	112.0	Y	
2667	2.0	0.0	0.0	4.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	12.0	0.0	0.0	4.0	12.0	18.0	0.0	11.0	96.0	1.0	4.0	39.0		
2668	0.0	0.0	2.0	13.0	13.0	0.0	4.0	0.0	0.0	0.0	4.0	9.0	6.0	0.0	2.0	0.0	3.0	90.0	17.0	89.0	87.0	0.0	36.0	6.0	Y	Y
2669	11.0	0.0	0.0	21.0	3.0	3.0	0.0	28.0	10.0	0.0	0.0	15.0	3.0	1.0	1.0	18.0	23.0	8.0	0.0	38.0	20.0	3.0	17.0	57.0		
2670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	1.0	9.0	6.0	1.0	0.0	0.0	28.0	0.0	1.0	10.0		
2671	0.0	41.0	0.0	84.0	0.0	0.0	0.0	0.0																		
2672	0.0	0.0	2.0	2.0	17.0	0.0	0.0	2.0	0.0	1.0	1.0	2.0	15.0	0.0	0.0	1.0	1.0	4.0	5.0	6.0	90.0	0.0	1.0	10.0	Y	
2673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	5.0	1.0	0.0	1.0	5.0		
2674	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	7.0	4.0	12.0	3.0	94.0	33.0	0.0	6.0	136.0	Y	
2675	0.0	4.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	4.0	1.0	80.0	1.0	101.0	9.0	1.0	7.0	78.0		
2676	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	0.0	0.0	1.0	26.0	2.0	0.0	137.0	13.0	4.0	6.0	56.0		
2677	0.0	0.0	0.0	30.0	0.0	29.0	0.0	0.0	1.0	1.0	0.0	7.0	0.0	4.0	0.0	2.0	5.0	4.0	0.0	29.0	0.0	14.0	0.0	30.0		
2678	0.0	0.0	1.0	3.0	16.0	0.0	6.0	22.0	0.0	0.0	2.0	3.0	14.0	0.0	3.0	18.0	8.0	2.0	23.0	104.0	153.0	65.0	112.0	133.0		
2679	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	10.0	0.0	0.0	1.0	1.0	18.0	0.0	2.0	45.0	0.0	0.0	3.0		
2680	3.0	0.0	0.0	4.0	13.0	0.0	0.0	4.0	2.0	0.0	0.0	5.0	12.0	0.0	0.0	5.0	30.0	1.0	0.0	82.0	68.0	75.0	11.0	110.0		
2681	0.0	0.0	2.0	7.0	6.0	0.0	12.0	22.0	0.0	0.0	1.0	5.0	12.0	0.0	6.0	20.0	10.0	39.0	2.0	25.0	105.0	1.0	26.0	162.0		
2682	16.0	0.0	0.0	16.0	12.0	0.0	0.0	0.0	4.0	1.0	0.0	11.0	6.0	0.0	0.0	5.0	22.0	30.0	0.0	81.0	55.0	0.0	8.0	43.0	Y	
2683	6.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	27.0	5.0	0.0	74.0	3.0	0.0	3.0	28.0	Y	
2684	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	2.0	1.0	4.0	0.0	43.0	2.0	0.0	0.0	4.0	Y	
2685	4.0	2.0	0.0	15.0	4.0	0.0	0.0	31.0	5.0	3.0	0.0	14.0	8.0	0.0	1.0	18.0	16.0	8.0	0.0	31.0	22.0	0.0	2.0	43.0		
2686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	5.0	0.0	0.0	5.0	4.0	1.0	0.0	1.0	9.0	0.0	0.0	8.0		
2687	13.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	11.0	0.0	0.0	0.0	1.0	18.0	34.0	2.0	94.0	37.0	0.0	1.0	31.0	Y	
2688	0.0	0.0	2.0	2.0	4.0	0.0	0.0	7.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	6.0	2.0	6.0	1.0	6.0	34.0	0.0	0.0	41.0	Y	
2689	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	7.0	0.0	0.0	13.0	35.0	15.0	0.0	11.0		
2690	2.0	5.0	0.0	2.0	27.0	0.0	0.0	7.0																		
2691	3.0	0.0	0.0	27.0	0.0	5.0	6.0	15.0	1.0	0.0	0.0	20.0	6.0	2.0	2.0	12.0	25.0	3.0	0.0	171.0	35.0	57.0	33.0	97.0		
2692	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0																		
2693	0.0	0.0	0.0	23.0	0.0	0.0	0.0	23.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	17.0	8.0	37.0	0.0	49.0	0.0	0.0	7.0	83.0	Y	
2694	8.0	0.0	0.0	0.0	6.0	0.0	0.0	15.0																		
2695	10.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	19.0	2.0	0.0	1.0	1.0		
2697	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	6.0	0.0	3.0	3.0	0.0	0.0	0.0		
2698	0.0	0.0	3.0	25.0	5.0	0.0	2.0	13.0	0.0	0.0	1.0	20.0	5.0	0.0	1.0	15.0	9.0	3.0	14.0	89.0	34.0	0.0	6.0	113.0	Y	
2699	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	10.0	0.0	0.0	0.0	8.0		
2700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	22.0	0.0	12.0	14.0	0.0	7.0	16.0	Y	
2701	0.0	2.0	0.0	22.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	16.0	1.0	2.0	0.0	0.0	7.0	23.0	4.0	198.0	20.0	93.0	1.0	32.0		
2702	0.0	0.0	0.0	2.0	6.0	0.0	0.0	4.0	0.0	2.0	0.0	3.0	7.0	0.0	1.0	3.0	1.0	10.0	0.0	7.0	10.0	0.0	2.0	5.0		
2703	5.0	1.0	0.0	17.0	21.0	19.0	21.0	4.0	3.0	2.0	0.0	14.0	18.0	14.0	16.0	5.0	34.0	31.0	3.0	139.0	191.0	121.0	181.0	98.0		
2704	3.0	0.0	0.0	2.0	2.0	0.0	2.0	6.0	1.0	1.0	0.0	1.0	7.0	0.0	1.0	3.0	12.0	11.0	3.0	40.0	110.0	7.0	19.0	130.0		
2705	0.0	0.0	0.0	9.0	23.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	3.0	8.0	21.0	2.0	21.0	177.0	0.0	0.0	35.0	Y	
2706	6.0	0.0	0.0	2.0	12.0	0.0	0.0	17.0	2.0	0.0	0.0	3.0	12.0	0.0	0.0	11.0	68.0	7.0	1.0	21.0	132.0	3.0	2.0	149.0		
2707	5.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	4.0	3.0	0.0	6.0	0.0	0.0	1.0	2.0	25.0	43.0	2.0	189.0	1.0	0.0	33.0	32.0	Y	
2708	3.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0																		
2709	0.0	0.0	0.0	0.0	21.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	5.0	1.0	0.0	3.0	40.0	0.0	2.0	12.0		
2710	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0		
2711	16.0	0.0	0.0	15.0	15.0	8.0	8.0	15.0	12.0	2.0	0.0	13.0	8.0	1.0	5.0	15.0	20.0	4.0	0.0	19.0	14.0	1.0	5.0	22.0		
2712	2.0	0.0	0.0	8.0	6.0	1.0	6.0	19.0	2.0	0.0	0.0	7.0	14.0	1.0	6.0	16.0	51.0	19.0	0.0	111.0	265.0	216.0	99.0	222.0		
2713	5.0	5.0	0.0	8.0	0.0	0.0	0.0	10.0	4.0	2.0	0.0	6.0	0.0	0.0	0.0	5.0	48.0	34.0	0.0	107.0	13.0	2.0	11.0	44.0		
2714	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0		
2715	5.0	0.0	0.0	10.0	0.0	2.0	14.0	17.0	2.0	3.0	1.0	13.0	5.0	1.0	7.0	12.0	25.0	7.0	2.0	146.0	119.0	94.0	160.0	64.0		
2716	0.0	0.0	0.0	21.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0	8.0	28.0	16.0	144.0	9.0	3.0	20.0	17.0		
2717	5.0	0.0	0.0	14.0	5.0	0.0	0.0	4.0	3.0	0.0	1.0	8.0	6.0	0.0	0.0	3.0	5.0	8.0	1.0	41.0	23.0	3.0	4.0	32.0		
2718	3.0	0.0	0.0	9.0	8.0	2.0	0.0	9.0	2.0	0.0	0.0	5.0	7.0	1.0	0.0	4.0	31.0	1.0	0.0	59.0	68.0	67.0	4.0	159.0		
2719	10.0	0.0	0.0	10.0	0.0	0.0	0.0	20.0																		
2720	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	8.0	9.0	0.0	28.0	7.0	5.0	7.0	24.0		
2721	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	9.0	6.0	38.0	0.0	27.0	21.0	5.0	36.0	38.0		
2722	0.0	0.0	0.0	14.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	1.0	12.0	6.0	0.0	136.0	6.0	2.0	3.0	32.0		
2723	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	3.0	17.0	0.0	0.0	28.0	15.0	0.0	0.0	13.0		
2724	0.0	7.0	0.0	7.0	0.0	2.0	8.0	2.0	0.0	5.0	0.0	7.0	0.0	1.0	4.0	2.0	0.0	61.0	1.0	79.0	4.0	4.0	19.0	24.0		
2725	6.0	0.0	0.0	14.0	16.0	0.0	6.0	21.0	4.0	0.0	0.0	8.0	10.0	0.0	4.0	13.0	14.0	0.0	0.0	22.0	42.0	13.0	39.0	41.0		
2727	0.0	13.0	0.0	13.0	0.0	4.0	32.0	17.0	1.0	9.0	0.0	10.0	1.0	1.0	15.0	18.0	1.0	12.0	0.0	10.0	1.0	1.0	16.0	23.0		Y
2728	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	2.0	2.0	0.0	1.0	6.0	0.0	5.0	0.0	5.0	3.0	1.0		
2729	6.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0										
2730	0.0	0.0	0.0	11.0	5.0	0.0	4.0	7.0	0.0	0.0	0.0	7.0	2.0	0.0	2.0	5.0	3.0	39.0	34.0	110.0	92.0	0.0	31.0	72.0	Y	
2731	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	10.0	0.0	0.0	7.0	4.0	7.0	2.0	94.0	67.0	3.0	11.0	48.0		
2732	6.0	0.0	0.0	3.0	3.0	0.0	0.0	2.0	5.0	1.0	0.0	2.0	4.0	0.0	0.0	2.0	6.0	1.0	0.0	2.0	8.0	0.0	0.0	2.0		
2733	14.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0		
2734	2.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	15.0	3.0	64.0	5.0	11.0	3.0	24.0		
2735	0.0	2.0	10.0	19.0	12.0	0.0	0.0	10.0	0.0	1.0	5.0	12.0	10.0	0.0	0.0	5.0	18.0	52.0	57.0	172.0	165.0	1.0	42.0	105.0		
2736	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	14.0	0.0	32.0	0.0	2.0	2.0	64.0		
2737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	1.0	6.0	0.0	0.0	3.0	2.0	4.0	1.0	3.0	9.0	0.0	0.0	4.0		
2738	2.0	0.0	0.0	1.0	12.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	7.0	0.0	0.0	2.0	38.0	70.0	0.0	33.0	249.0	29.0	45.0	148.0		
2739	3.0	6.0	0.0	8.0	8.0	0.0	0.0	0.0	1.0	2.0	0.0	11.0	3.0	0.0	0.0	4.0	5.0	3.0	0.0	27.0	19.0	0.0	0.0	9.0	Y	
2740	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	20.0	3.0	0.0	0.0	3.0	43.0	4.0	0.0	94.0	45.0	0.0	11.0	60.0	Y	
2741	0.0	1.0	2.0	2.0	0.0	0.0	2.0	3.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	2.0	0.0	8.0	2.0	3.0	3.0	0.0	1.0	5.0		
2742	7.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	6.0	1.0	0.0	0.0	1.0	3.0	3.0	0.0	8.0	1.0	0.0	0.0	8.0		
2743	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	24.0	0.0	13.0	2.0	0.0	5.0	4.0	Y	Y
2744	0.0	0.0	0.0	10.0	34.0	0.0	6.0	9.0	0.0	1.0	0.0	5.0	18.0	2.0	7.0	7.0	16.0	4.0	1.0	23.0	106.0	11.0	46.0	55.0		
2745	0.0	0.0	0.0	30.0	0.0	2.0	8.0	15.0	0.0	0.0	0.0	31.0	0.0	1.0	4.0	11.0	10.0	18.0	3.0	219.0	10.0	32.0	116.0	128.0		
2746	0.0	0.0	3.0	9.0	9.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	11.0	4.0	18.0	26.0	0.0	7.0	7.0	Y	
2747	0.0	0.0	0.0	5.0	4.0	0.0	0.0	18.0	3.0	2.0	0.0	5.0	1.0	1.0	0.0	6.0	5.0	5.0	0.0	9.0	3.0	1.0	0.0	16.0		
2749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	72.0	4.0	38.0	8.0	13.0	12.0	46.0		
2750	0.0	0.0	0.0	18.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	13.0	2.0	0.0	1.0	0.0	1.0	5.0	1.0	28.0	3.0	0.0	1.0	2.0		
2751	0.0	1.0	3.0	27.0	5.0	0.0	0.0	2.0	0.0	1.0	1.0	14.0	3.0	0.0	0.0	2.0	3.0	7.0	18.0	309.0	35.0	3.0	2.0	29.0		
2752	0.0	0.0	0.0	21.0	14.0	6.0	6.0	19.0	0.0	0.0	0.0	9.0	13.0	2.0	2.0	11.0	29.0	3.0	1.0	115.0	113.0	34.0	39.0	102.0		
2753	4.0	0.0	0.0	5.0	7.0	0.0	0.0	11.0	3.0	0.0	0.0	4.0	4.0	0.0	0.0	8.0	40.0	10.0	0.0	38.0	82.0	3.0	19.0	100.0		
2754	6.0	0.0	0.0	7.0	0.0	0.0	6.0	2.0	3.0	4.0	0.0	5.0	0.0	0.0	9.0	6.0	13.0	22.0	0.0	16.0	3.0	0.0	18.0	41.0		
2755	6.0	0.0	0.0	4.0	5.0	0.0	0.0	7.0	3.0	4.0	0.0	2.0	12.0	0.0	0.0	4.0	36.0	53.0	1.0	120.0	206.0	16.0	24.0	115.0		
2756	0.0	0.0	0.0	55.0	36.0	18.0	0.0	37.0	1.0	1.0	2.0	8.0	8.0	4.0	2.0	12.0	7.0	7.0	2.0	25.0	48.0	7.0	5.0	25.0		
2757	8.0	0.0	0.0	12.0	12.0	0.0	6.0	0.0	3.0	3.0	0.0	13.0	6.0	0.0	4.0	2.0	8.0	18.0	0.0	30.0	10.0	0.0	10.0	6.0		
2758	4.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	55.0	6.0	0.0	31.0	119.0	1.0	20.0	63.0		
2759	0.0	26.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9.0	0.0	0.0	1.0	0.0	2.0	62.0	0.0	78.0	3.0	1.0	28.0	13.0		
2760	4.0	0.0	0.0	6.0	0.0	2.0	0.0	6.0	2.0	0.0	0.0	4.0	0.0	1.0	0.0	7.0	16.0	3.0	0.0	17.0	3.0	6.0	7.0	74.0		
2761	0.0	0.0	0.0	24.0	2.0	0.0	2.0	2.0	0.0	2.0	1.0	25.0	6.0	0.0	1.0	5.0	11.0	8.0	7.0	282.0	29.0	1.0	22.0	38.0		
2762	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	11.0	13.0	0.0	72.0	34.0	3.0	30.0	85.0		
2763	5.0	0.0	0.0	29.0	18.0	5.0	5.0	10.0	1.0	4.0	2.0	8.0	22.0	1.0	2.0	11.0	21.0	17.0	21.0	85.0	172.0	31.0	65.0	90.0		
2764	0.0	0.0	0.0	21.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	20.0	2.0	0.0	0.0	1.0	7.0	9.0	1.0	145.0	22.0	0.0	7.0	23.0	Y	
2766	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	18.0	0.0	0.0	2.0	1.0	0.0	3.0	5.0	67.0	0.0	1.0	14.0		
2767	0.0	0.0	0.0	9.0	30.0	0.0	0.0	25.0	0.0	3.0	0.0	5.0	20.0	0.0	0.0	16.0	1.0	13.0	1.0	29.0	120.0	0.0	2.0	91.0	Y	
2768	5.0	0.0	0.0	7.0	7.0	3.0	2.0	23.0	2.0	0.0	0.0	5.0	7.0	2.0	2.0	16.0	4.0	0.0	0.0	56.0	37.0	29.0	25.0	102.0		
2769	6.0	20.0	0.0	0.0	25.0	0.0	0.0	0.0	1.0	8.0	0.0	4.0	12.0	0.0	1.0	2.0	3.0	39.0	0.0	18.0	35.0	0.0	4.0	12.0		
2770	0.0	0.0	0.0	6.0	0.0	0.0	3.0	19.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	12.0	1.0	7.0	0.0	34.0	0.0	10.0	23.0	83.0		
2771	0.0	0.0	0.0	4.0	18.0	0.0	0.0	25.0	0.0	2.0	0.0	2.0	17.0	0.0	0.0	21.0	3.0	21.0	4.0	25.0	148.0	5.0	13.0	197.0		
2772	0.0	0.0	24.0	24.0	0.0	0.0	24.0	24.0	0.0	0.0	1.0	7.0	2.0	5.0	9.0	12.0	18.0	11.0	12.0	49.0	42.0	31.0	49.0	74.0		
2773	0.0	8.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	17.0	0.0	0.0	0.0	0.0	2.0	17.0	0.0	110.0	2.0	0.0	9.0	9.0	Y	
2774	0.0	0.0	0.0	4.0	0.0	0.0	0.0	24.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	20.0	70.0	55.0	0.0	63.0	4.0	0.0	35.0	372.0	Y	
2775	4.0	0.0	0.0	8.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	13.0	0.0	0.0	1.0	2.0	11.0	13.0	0.0	124.0	0.0	0.0	24.0	44.0	Y	
2776	3.0	3.0	0.0	15.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	7.0	0.0	0.0	0.0	1.0	13.0	44.0	0.0	36.0	3.0	0.0	1.0	14.0	Y	
2777	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	19.0	0.0	28.0	4.0	0.0	1.0	50.0	Y	
