INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	NOT_TT	NOT_MACAQUE_BUT_OTHERS
147	2.0	0.0	4.0	29.0	5.0	8.0	16.0	18.0	1.0	0.0	3.0	17.0	7.0	4.0	12.0	16.0	33.0	16.0	19.0	170.0	72.0	47.0	110.0	222.0		
148	6.0	0.0	0.0	10.0	12.0	0.0	5.0	27.0	5.0	2.0	0.0	10.0	4.0	0.0	4.0	16.0	18.0	11.0	1.0	22.0	14.0	0.0	14.0	36.0		
149	4.0	0.0	0.0	28.0	6.0	0.0	0.0	4.0	2.0	0.0	0.0	26.0	5.0	0.0	1.0	5.0	14.0	33.0	2.0	107.0	34.0	2.0	6.0	24.0		
150	4.0	0.0	0.0	10.0	0.0	10.0	6.0	18.0	2.0	0.0	1.0	9.0	2.0	5.0	3.0	14.0	21.0	38.0	2.0	136.0	59.0	179.0	101.0	274.0		
151	4.0	4.0	11.0	19.0	9.0	2.0	6.0	11.0	2.0	3.0	6.0	11.0	8.0	1.0	5.0	6.0	24.0	27.0	109.0	250.0	128.0	70.0	211.0	152.0		
152	2.0	0.0	0.0	16.0	4.0	2.0	4.0	9.0	1.0	0.0	0.0	14.0	3.0	1.0	2.0	6.0	27.0	16.0	2.0	132.0	18.0	41.0	32.0	92.0		
153	0.0	0.0	4.0	6.0	9.0	0.0	0.0	16.0	0.0	0.0	4.0	6.0	9.0	0.0	0.0	16.0	15.0	56.0	9.0	76.0	62.0	1.0	25.0	113.0		
154	10.0	0.0	0.0	18.0	0.0	0.0	0.0	30.0	3.0	1.0	1.0	16.0	4.0	0.0	0.0	18.0	7.0	7.0	3.0	63.0	17.0	3.0	8.0	73.0		
155	4.0	0.0	2.0	7.0	6.0	0.0	6.0	5.0	4.0	0.0	0.0	6.0	7.0	0.0	3.0	4.0	15.0	1.0	7.0	64.0	98.0	0.0	35.0	23.0	Y	
156	2.0	0.0	1.0	24.0	5.0	6.0	6.0	6.0	1.0	2.0	1.0	20.0	5.0	3.0	3.0	7.0	38.0	15.0	3.0	229.0	43.0	27.0	33.0	105.0		
157	15.0	0.0	0.0	18.0	14.0	0.0	4.0	22.0	15.0	0.0	1.0	10.0	14.0	0.0	2.0	13.0	33.0	4.0	1.0	31.0	27.0	0.0	6.0	32.0		
159	8.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0	5.0	0.0	0.0	11.0	6.0	0.0	0.0	0.0	28.0	11.0	0.0	29.0	47.0	0.0	3.0	12.0	Y	
160	4.0	0.0	0.0	14.0	7.0	0.0	0.0	0.0	2.0	1.0	0.0	10.0	8.0	0.0	0.0	2.0	6.0	4.0	2.0	102.0	46.0	4.0	2.0	26.0		
161	6.0	0.0	0.0	19.0	3.0	9.0	60.0	11.0	3.0	0.0	0.0	9.0	1.0	3.0	22.0	8.0	18.0	0.0	2.0	38.0	24.0	17.0	79.0	38.0		
162	0.0	2.0	5.0	62.0	21.0	0.0	0.0	9.0	0.0	1.0	2.0	34.0	11.0	0.0	0.0	4.0	40.0	44.0	28.0	364.0	244.0	2.0	14.0	266.0		
163	0.0	0.0	3.0	37.0	11.0	0.0	0.0	17.0	0.0	0.0	5.0	34.0	11.0	0.0	0.0	15.0	4.0	46.0	42.0	319.0	102.0	8.0	21.0	170.0		
164	5.0	0.0	0.0	13.0	14.0	5.0	10.0	14.0	2.0	0.0	0.0	8.0	4.0	8.0	8.0	9.0	15.0	1.0	2.0	80.0	35.0	25.0	24.0	88.0		
165	3.0	1.0	0.0	19.0	0.0	0.0	2.0	14.0	2.0	1.0	0.0	16.0	0.0	0.0	2.0	13.0	34.0	47.0	6.0	218.0	14.0	6.0	34.0	195.0		
166	0.0	0.0	11.0	11.0	3.0	0.0	0.0	9.0	0.0	0.0	3.0	8.0	6.0	0.0	0.0	7.0	34.0	26.0	29.0	154.0	127.0	12.0	41.0	303.0		
167	2.0	0.0	0.0	16.0	12.0	0.0	4.0	12.0	2.0	0.0	0.0	13.0	8.0	0.0	4.0	12.0	32.0	28.0	1.0	97.0	114.0	37.0	39.0	147.0		
168	3.0	0.0	3.0	3.0	18.0	0.0	0.0	5.0	6.0	1.0	1.0	4.0	13.0	0.0	0.0	8.0	33.0	2.0	1.0	14.0	39.0	0.0	0.0	27.0		
169	11.0	0.0	0.0	8.0	0.0	5.0	3.0	33.0	4.0	1.0	0.0	8.0	0.0	2.0	1.0	17.0	26.0	13.0	1.0	73.0	12.0	33.0	47.0	209.0		
170	0.0	62.0	0.0	62.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	13.0	1.0	1.0	1.0	3.0	7.0	33.0	2.0	127.0	23.0	2.0	4.0	38.0		
171	5.0	0.0	0.0	29.0	0.0	9.0	36.0	14.0	4.0	4.0	0.0	11.0	2.0	2.0	8.0	11.0	9.0	10.0	1.0	26.0	8.0	2.0	14.0	30.0		
172	6.0	0.0	3.0	5.0	10.0	0.0	2.0	22.0	3.0	0.0	1.0	2.0	5.0	0.0	1.0	17.0	39.0	19.0	1.0	12.0	51.0	2.0	19.0	195.0		
173	4.0	0.0	0.0	10.0	21.0	2.0	2.0	20.0	2.0	2.0	2.0	9.0	13.0	1.0	1.0	23.0	16.0	7.0	5.0	121.0	79.0	47.0	16.0	209.0		
174	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	22.0	12.0	0.0	0.0	4.0	39.0	81.0	68.0	533.0	153.0	3.0	13.0	175.0		
175	3.0	0.0	0.0	19.0	0.0	0.0	6.0	0.0	3.0	5.0	0.0	13.0	2.0	0.0	3.0	8.0	8.0	32.0	1.0	63.0	5.0	0.0	13.0	27.0		
176	2.0	0.0	0.0	24.0	0.0	2.0	22.0	13.0	1.0	0.0	0.0	22.0	1.0	2.0	14.0	13.0	12.0	10.0	6.0	226.0	18.0	44.0	209.0	188.0		
177	50.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	2.0	0.0	7.0	18.0	7.0	0.0	0.0	9.0	25.0	23.0	32.0	153.0	88.0	1.0	4.0	99.0		
178	2.0	0.0	0.0	15.0	0.0	0.0	4.0	16.0	1.0	0.0	0.0	10.0	1.0	0.0	2.0	19.0	82.0	3.0	1.0	240.0	10.0	0.0	27.0	248.0	Y	
179	13.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	83.0	17.0	5.0	234.0	14.0	4.0	7.0	26.0		
180	0.0	1.0	0.0	22.0	0.0	0.0	0.0	15.0																		
181	2.0	4.0	0.0	6.0	0.0	0.0	0.0	7.0	2.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	112.0	199.0	10.0	126.0	33.0	0.0	58.0	106.0	Y	
182	8.0	0.0	8.0	12.0	25.0	4.0	4.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	7.0	7.0	35.0	67.0	30.0	24.0	58.0		
183	5.0	10.0	5.0	19.0	0.0	0.0	0.0	7.0	3.0	5.0	3.0	10.0	0.0	0.0	0.0	4.0	28.0	85.0	13.0	108.0	12.0	3.0	12.0	31.0		
184	3.0	0.0	0.0	26.0	7.0	0.0	0.0	8.0	4.0	0.0	0.0	14.0	6.0	0.0	0.0	8.0	6.0	3.0	0.0	65.0	44.0	2.0	1.0	40.0		
185	2.0	0.0	4.0	16.0	9.0	8.0	12.0	16.0	2.0	0.0	3.0	14.0	12.0	4.0	6.0	13.0	23.0	18.0	32.0	356.0	99.0	126.0	306.0	286.0		
186	6.0	9.0	0.0	25.0	25.0	0.0	2.0	18.0	5.0	7.0	0.0	14.0	16.0	0.0	1.0	10.0	96.0	100.0	9.0	153.0	127.0	5.0	21.0	217.0		
187	2.0	6.0	0.0	13.0	0.0	0.0	0.0	9.0	1.0	3.0	0.0	8.0	1.0	0.0	0.0	5.0	24.0	75.0	7.0	202.0	15.0	15.0	55.0	62.0		
188	0.0	0.0	0.0	39.0	0.0	0.0	0.0	39.0	3.0	0.0	2.0	12.0	11.0	0.0	2.0	1.0	9.0	6.0	5.0	178.0	91.0	0.0	10.0	62.0	Y	
189	6.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0																		
190	2.0	7.0	0.0	28.0	1.0	0.0	0.0	1.0	1.0	7.0	0.0	26.0	1.0	0.0	0.0	1.0	22.0	56.0	1.0	121.0	43.0	0.0	14.0	46.0	Y	
191	0.0	2.0	8.0	32.0	11.0	5.0	9.0	11.0	0.0	2.0	4.0	23.0	7.0	2.0	6.0	7.0	12.0	57.0	26.0	230.0	53.0	80.0	81.0	121.0		
192	6.0	0.0	0.0	8.0	9.0	2.0	2.0	24.0	2.0	1.0	1.0	5.0	3.0	6.0	15.0	12.0	5.0	3.0	3.0	28.0	14.0	13.0	24.0	33.0		
193	2.0	0.0	0.0	17.0	3.0	8.0	19.0	13.0	3.0	0.0	0.0	10.0	1.0	5.0	10.0	12.0	23.0	0.0	22.0	138.0	27.0	57.0	151.0	137.0		
194	3.0	9.0	12.0	15.0	18.0	0.0	15.0	9.0																		
195	2.0	0.0	4.0	6.0	3.0	0.0	0.0	13.0	1.0	0.0	3.0	4.0	5.0	0.0	0.0	8.0	6.0	17.0	9.0	46.0	71.0	0.0	39.0	99.0	Y	
196	0.0	0.0	13.0	35.0	17.0	0.0	0.0	14.0	0.0	0.0	7.0	20.0	15.0	0.0	0.0	11.0	4.0	12.0	29.0	199.0	84.0	3.0	8.0	95.0		
197	6.0	2.0	0.0	14.0	11.0	0.0	0.0	0.0	2.0	2.0	0.0	10.0	7.0	0.0	1.0	1.0	13.0	45.0	0.0	114.0	74.0	2.0	8.0	18.0		
198	4.0	0.0	3.0	21.0	11.0	2.0	2.0	18.0	3.0	0.0	2.0	15.0	9.0	1.0	1.0	15.0	49.0	6.0	19.0	292.0	183.0	61.0	11.0	163.0		
199	2.0	1.0	0.0	19.0	2.0	0.0	2.0	23.0	5.0	1.0	0.0	15.0	3.0	0.0	2.0	17.0	14.0	6.0	4.0	39.0	10.0	0.0	4.0	42.0		
200	50.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	1.0	4.0	0.0	3.0	0.0	3.0	9.0	9.0	20.0	19.0	3.0	56.0	45.0	182.0	121.0	143.0		
201	0.0	8.0	0.0	24.0	10.0	0.0	0.0	10.0																		Y
202	2.0	0.0	0.0	27.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	8.0	24.0	26.0	3.0	226.0	2.0	3.0	6.0	74.0		
203	2.0	0.0	1.0	24.0	20.0	0.0	6.0	22.0	4.0	0.0	1.0	19.0	16.0	0.0	3.0	17.0	24.0	14.0	2.0	44.0	52.0	0.0	14.0	54.0		
204	2.0	7.0	2.0	24.0	0.0	0.0	2.0	3.0	1.0	4.0	1.0	30.0	0.0	0.0	2.0	3.0	21.0	121.0	1.0	270.0	24.0	1.0	86.0	96.0		
205	3.0	2.0	0.0	35.0	0.0	0.0	0.0	29.0	1.0	6.0	0.0	24.0	0.0	1.0	1.0	18.0	5.0	18.0	0.0	38.0	1.0	1.0	3.0	39.0		
206	9.0	2.0	0.0	2.0	0.0	3.0	6.0	31.0	4.0	1.0	0.0	7.0	23.0	1.0	3.0	12.0	31.0	33.0	3.0	158.0	93.0	19.0	37.0	167.0		
207	0.0	13.0	5.0	21.0	14.0	0.0	0.0	4.0	0.0	6.0	2.0	34.0	10.0	0.0	0.0	2.0	47.0	220.0	24.0	415.0	350.0	5.0	31.0	287.0		
208	71.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	10.0	0.0	0.0	5.0	46.0	31.0	5.0	48.0	132.0	6.0	21.0	44.0		
209	5.0	0.0	0.0	15.0	0.0	0.0	2.0	21.0																		
210	3.0	0.0	0.0	28.0	0.0	6.0	21.0	20.0	1.0	0.0	0.0	19.0	2.0	2.0	7.0	13.0	17.0	17.0	1.0	146.0	30.0	60.0	82.0	188.0		
211	9.0	0.0	8.0	8.0	7.0	0.0	0.0	11.0																		
212	3.0	0.0	0.0	33.0	5.0	0.0	0.0	0.0	3.0	0.0	1.0	14.0	7.0	0.0	0.0	0.0	26.0	2.0	1.0	131.0	39.0	0.0	1.0	31.0	Y	
213	3.0	23.0	0.0	17.0	3.0	0.0	10.0	0.0	0.0	12.0	0.0	20.0	0.0	0.0	2.0	3.0	12.0	87.0	5.0	364.0	42.0	0.0	169.0	109.0	Y	
214	0.0	2.0	0.0	32.0	6.0	0.0	0.0	7.0	0.0	1.0	1.0	34.0	3.0	0.0	0.0	7.0	6.0	31.0	5.0	190.0	31.0	0.0	10.0	80.0	Y	Y
215	3.0	0.0	0.0	33.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	19.0	1.0	0.0	0.0	2.0	5.0	58.0	12.0	235.0	4.0	1.0	6.0	15.0		
216	6.0	0.0	0.0	27.0	3.0	0.0	0.0	23.0	3.0	1.0	0.0	18.0	2.0	0.0	0.0	13.0	10.0	5.0	0.0	147.0	34.0	0.0	2.0	67.0	Y	
217	4.0	2.0	0.0	1.0	0.0	0.0	0.0	17.0	4.0	3.0	0.0	1.0	1.0	0.0	1.0	15.0	37.0	48.0	2.0	83.0	112.0	0.0	29.0	217.0	Y	
218	2.0	0.0	4.0	38.0	14.0	4.0	3.0	13.0	2.0	2.0	2.0	31.0	12.0	2.0	2.0	10.0	25.0	18.0	20.0	275.0	170.0	104.0	97.0	142.0		
219	6.0	6.0	0.0	10.0	0.0	0.0	1.0	0.0	3.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	16.0	0.0	14.0	4.0	5.0	20.0	1.0		
220	0.0	0.0	4.0	27.0	12.0	0.0	2.0	21.0	0.0	0.0	2.0	17.0	8.0	0.0	1.0	13.0	13.0	4.0	23.0	133.0	94.0	0.0	7.0	201.0	Y	
221	3.0	0.0	0.0	3.0	20.0	0.0	0.0	18.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	59.0	15.0	6.0	67.0	234.0	0.0	4.0	277.0	Y	
222	5.0	0.0	1.0	6.0	14.0	7.0	14.0	12.0	3.0	0.0	1.0	8.0	15.0	4.0	7.0	14.0	24.0	17.0	18.0	107.0	166.0	67.0	58.0	150.0		
223	4.0	0.0	0.0	38.0	0.0	0.0	20.0	13.0	2.0	4.0	2.0	17.0	1.0	4.0	27.0	9.0	13.0	34.0	9.0	116.0	5.0	11.0	76.0	67.0		
224	9.0	2.0	0.0	6.0	15.0	0.0	0.0	0.0	3.0	7.0	0.0	2.0	5.0	0.0	0.0	0.0	13.0	27.0	0.0	18.0	28.0	0.0	0.0	1.0		
225	0.0	0.0	2.0	36.0	19.0	0.0	0.0	8.0	0.0	0.0	2.0	25.0	16.0	0.0	0.0	14.0	26.0	72.0	43.0	412.0	196.0	1.0	7.0	237.0		
226	2.0	0.0	0.0	1.0	2.0	5.0	24.0	12.0	1.0	1.0	0.0	2.0	5.0	3.0	17.0	16.0	22.0	27.0	4.0	75.0	69.0	94.0	188.0	280.0		
227	0.0	0.0	0.0	15.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	10.0	0.0	1.0	4.0	18.0	61.0	6.0	333.0	185.0	3.0	13.0	150.0		
228	4.0	0.0	4.0	26.0	0.0	4.0	11.0	21.0	1.0	0.0	1.0	4.0	6.0	1.0	3.0	12.0	46.0	4.0	20.0	229.0	91.0	47.0	104.0	176.0		
229	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0		
230	9.0	0.0	0.0	4.0	13.0	4.0	8.0	25.0	2.0	0.0	0.0	1.0	8.0	1.0	2.0	9.0	39.0	9.0	1.0	21.0	56.0	15.0	12.0	81.0		
231	3.0	0.0	2.0	15.0	0.0	0.0	0.0	32.0	1.0	0.0	1.0	7.0	0.0	0.0	3.0	20.0	46.0	18.0	13.0	203.0	20.0	0.0	23.0	398.0	Y	
232	3.0	0.0	6.0	32.0	7.0	2.0	4.0	29.0	3.0	0.0	4.0	19.0	5.0	1.0	2.0	16.0	31.0	11.0	40.0	254.0	157.0	53.0	50.0	246.0		
233	0.0	0.0	0.0	35.0	0.0	0.0	0.0	31.0																		
234	9.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	18.0	0.0	1.0	0.0	0.0	25.0	11.0	1.0	248.0	29.0	1.0	5.0	8.0		
235	4.0	1.0	0.0	16.0	14.0	2.0	14.0	19.0	1.0	1.0	0.0	16.0	12.0	1.0	7.0	11.0	38.0	3.0	5.0	139.0	174.0	98.0	103.0	125.0		
236	14.0	0.0	0.0	21.0	20.0	7.0	14.0	19.0	0.0	3.0	0.0	0.0	1.0	6.0	1.0	0.0	5.0	3.0	0.0	24.0	17.0	27.0	19.0	23.0		
237	6.0	0.0	0.0	4.0	18.0	0.0	0.0	18.0	2.0	1.0	0.0	2.0	14.0	0.0	0.0	9.0	55.0	25.0	3.0	37.0	212.0	23.0	30.0	189.0		
239	4.0	2.0	1.0	3.0	11.0	0.0	1.0	2.0	3.0	2.0	2.0	5.0	11.0	0.0	1.0	3.0	28.0	12.0	2.0	9.0	30.0	0.0	2.0	16.0		
240	6.0	0.0	3.0	3.0	27.0	0.0	0.0	5.0	2.0	0.0	1.0	2.0	13.0	0.0	0.0	4.0	3.0	2.0	2.0	3.0	50.0	0.0	0.0	8.0	Y	
241	0.0	0.0	0.0	29.0	0.0	0.0	4.0	15.0																		
242	3.0	0.0	10.0	28.0	11.0	4.0	5.0	11.0	1.0	2.0	4.0	12.0	11.0	2.0	2.0	6.0	31.0	12.0	26.0	218.0	209.0	65.0	88.0	210.0		
243	4.0	16.0	1.0	9.0	4.0	0.0	0.0	15.0	3.0	14.0	1.0	7.0	3.0	0.0	0.0	14.0	26.0	71.0	22.0	125.0	67.0	73.0	167.0	186.0		
244	4.0	0.0	2.0	22.0	31.0	0.0	0.0	10.0	3.0	0.0	2.0	13.0	22.0	0.0	0.0	7.0	8.0	1.0	5.0	49.0	53.0	1.0	5.0	32.0		
245	0.0	0.0	0.0	33.0	5.0	6.0	48.0	22.0	5.0	1.0	0.0	20.0	2.0	4.0	14.0	12.0	12.0	15.0	0.0	94.0	16.0	6.0	82.0	129.0		
246	4.0	11.0	0.0	29.0	1.0	11.0	17.0	7.0	3.0	7.0	0.0	21.0	2.0	10.0	16.0	5.0	20.0	91.0	1.0	202.0	28.0	99.0	161.0	124.0		
247	12.0	2.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Y	
248	2.0	0.0	2.0	18.0	9.0	0.0	11.0	29.0	1.0	0.0	1.0	7.0	6.0	0.0	4.0	17.0	24.0	4.0	9.0	265.0	129.0	75.0	82.0	210.0		
249	2.0	0.0	0.0	13.0	13.0	17.0	11.0	11.0	1.0	0.0	1.0	11.0	11.0	12.0	7.0	10.0	40.0	7.0	15.0	251.0	122.0	160.0	90.0	188.0		
250	6.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0																		
251	9.0	0.0	0.0	5.0	13.0	0.0	3.0	14.0	5.0	1.0	0.0	3.0	12.0	0.0	3.0	10.0	16.0	15.0	2.0	16.0	53.0	1.0	7.0	54.0		
252	5.0	0.0	0.0	4.0	36.0	0.0	4.0	34.0	3.0	0.0	0.0	4.0	25.0	0.0	4.0	23.0	48.0	4.0	2.0	46.0	215.0	43.0	51.0	209.0		
253	0.0	0.0	3.0	28.0	7.0	0.0	0.0	11.0	2.0	1.0	1.0	19.0	3.0	0.0	0.0	8.0	31.0	3.0	5.0	108.0	67.0	1.0	3.0	63.0		
254	0.0	0.0	41.0	291.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	31.0	6.0	0.0	0.0	6.0	1.0	7.0	2.0	77.0	18.0	0.0	0.0	8.0		
255	0.0	0.0	0.0	21.0	15.0	0.0	0.0	3.0	2.0	0.0	0.0	16.0	5.0	0.0	0.0	1.0	9.0	5.0	0.0	77.0	26.0	0.0	2.0	16.0	Y	
256	28.0	0.0	0.0	0.0	0.0	0.0	54.0	28.0	3.0	0.0	0.0	3.0	5.0	7.0	13.0	2.0	5.0	3.0	1.0	46.0	23.0	32.0	43.0	32.0		
257	3.0	0.0	4.0	19.0	10.0	0.0	0.0	19.0	2.0	0.0	5.0	22.0	11.0	0.0	0.0	14.0	25.0	35.0	40.0	234.0	137.0	36.0	109.0	172.0		
258	5.0	0.0	0.0	16.0	3.0	3.0	6.0	20.0	3.0	0.0	0.0	10.0	2.0	1.0	3.0	10.0	95.0	8.0	6.0	185.0	148.0	106.0	132.0	270.0		
259	5.0	0.0	0.0	4.0	14.0	0.0	0.0	18.0																		
260	83.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	6.0	0.0	0.0	2.0	4.0	3.0	0.0	15.0	49.0	0.0	5.0	11.0		
261	3.0	0.0	3.0	15.0	12.0	0.0	0.0	17.0																		
262	4.0	0.0	0.0	8.0	6.0	4.0	8.0	8.0	4.0	3.0	0.0	6.0	3.0	2.0	4.0	4.0	12.0	12.0	1.0	19.0	15.0	3.0	19.0	30.0		
263	0.0	0.0	0.0	56.0	0.0	0.0	0.0	56.0	0.0	0.0	2.0	5.0	6.0	1.0	1.0	15.0	19.0	16.0	15.0	140.0	85.0	66.0	18.0	196.0		
264	2.0	0.0	5.0	19.0	8.0	2.0	2.0	30.0	2.0	2.0	3.0	10.0	7.0	1.0	1.0	20.0	34.0	5.0	14.0	218.0	87.0	80.0	120.0	186.0		
265	2.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	8.0	0.0	0.0	0.0	8.0	8.0	13.0	1.0	50.0	3.0	0.0	0.0	26.0		
266	11.0	6.0	0.0	22.0	0.0	0.0	8.0	0.0	6.0	6.0	0.0	6.0	0.0	0.0	2.0	1.0	8.0	12.0	0.0	8.0	0.0	0.0	2.0	4.0		
267	4.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	25.0	7.0	4.0	18.0	121.0	7.0	46.0	76.0		
268	3.0	0.0	2.0	7.0	11.0	0.0	0.0	5.0																		
269	0.0	4.0	2.0	19.0	26.0	0.0	5.0	17.0	0.0	3.0	2.0	17.0	23.0	0.0	3.0	16.0	5.0	89.0	16.0	145.0	81.0	3.0	46.0	140.0		Y
270	2.0	0.0	0.0	18.0	0.0	1.0	6.0	15.0	2.0	0.0	0.0	17.0	0.0	1.0	7.0	14.0	105.0	70.0	6.0	423.0	92.0	108.0	155.0	372.0		
271	3.0	0.0	0.0	7.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	16.0	0.0	6.0	27.0	0.0	0.0	24.0	Y	
272	2.0	1.0	0.0	21.0	7.0	0.0	2.0	19.0	1.0	3.0	0.0	16.0	5.0	0.0	1.0	16.0	42.0	83.0	9.0	452.0	153.0	77.0	33.0	237.0		
273	0.0	0.0	2.0	22.0	12.0	0.0	0.0	13.0	0.0	0.0	2.0	19.0	15.0	0.0	0.0	11.0	23.0	25.0	118.0	444.0	207.0	33.0	114.0	249.0		
274	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	16.0	1.0	0.0	0.0	5.0	5.0	15.0	3.0	81.0	14.0	0.0	2.0	10.0	Y	
275	0.0	0.0	7.0	11.0	4.0	0.0	4.0	8.0	0.0	0.0	4.0	7.0	4.0	0.0	2.0	4.0	24.0	122.0	6.0	63.0	28.0	2.0	69.0	180.0		
276	5.0	0.0	6.0	9.0	9.0	0.0	0.0	9.0																		
277	3.0	0.0	7.0	25.0	21.0	11.0	7.0	30.0																		
278	0.0	17.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	20.0	0.0	1.0	0.0	3.0	3.0	94.0	6.0	179.0	5.0	2.0	23.0	24.0		
279	4.0	0.0	0.0	6.0	0.0	0.0	4.0	20.0	2.0	3.0	0.0	4.0	0.0	0.0	1.0	11.0	5.0	12.0	1.0	14.0	1.0	0.0	1.0	35.0		
280	2.0	0.0	2.0	13.0	14.0	1.0	2.0	10.0	1.0	0.0	1.0	11.0	13.0	1.0	1.0	8.0	58.0	46.0	27.0	270.0	181.0	38.0	47.0	254.0		
281	8.0	0.0	0.0	8.0	12.0	2.0	6.0	9.0	3.0	0.0	0.0	5.0	13.0	1.0	3.0	7.0	20.0	9.0	1.0	24.0	112.0	33.0	62.0	68.0		
282	6.0	0.0	0.0	2.0	5.0	0.0	0.0	22.0	3.0	0.0	0.0	1.0	5.0	0.0	0.0	17.0	22.0	7.0	0.0	19.0	126.0	1.0	4.0	103.0		
283	2.0	0.0	0.0	13.0	8.0	0.0	6.0	24.0	2.0	0.0	0.0	13.0	7.0	0.0	6.0	22.0	64.0	24.0	10.0	217.0	293.0	8.0	198.0	555.0		
284	0.0	6.0	3.0	26.0	11.0	0.0	0.0	15.0	0.0	3.0	2.0	14.0	9.0	0.0	0.0	9.0	27.0	38.0	47.0	283.0	121.0	0.0	11.0	210.0	Y	Y
285	6.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	2.0	1.0	1.0	3.0	5.0	18.0	0.0	5.0	8.0	1.0	10.0	15.0		
286	0.0	1.0	0.0	24.0	5.0	5.0	14.0	19.0	0.0	1.0	0.0	24.0	5.0	5.0	14.0	19.0	9.0	92.0	7.0	131.0	53.0	6.0	71.0	173.0		Y
287	6.0	0.0	0.0	6.0	0.0	0.0	8.0	21.0	2.0	0.0	0.0	6.0	0.0	0.0	6.0	19.0	15.0	26.0	15.0	135.0	35.0	0.0	28.0	257.0	Y	
288	6.0	0.0	0.0	12.0	8.0	6.0	6.0	18.0	2.0	0.0	0.0	11.0	8.0	3.0	5.0	12.0	18.0	0.0	8.0	144.0	118.0	58.0	86.0	137.0		
289	4.0	0.0	0.0	21.0	10.0	1.0	5.0	27.0	3.0	0.0	0.0	22.0	10.0	1.0	6.0	19.0	25.0	5.0	2.0	218.0	122.0	105.0	77.0	180.0		
290	2.0	4.0	0.0	21.0	5.0	0.0	12.0	12.0	1.0	2.0	0.0	19.0	4.0	0.0	7.0	8.0	21.0	57.0	9.0	189.0	46.0	0.0	88.0	64.0	Y	
291	9.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	17.0	0.0	0.0	0.0	0.0	11.0	18.0	1.0	52.0	3.0	2.0	0.0	2.0		
292	0.0	3.0	0.0	17.0	0.0	0.0	9.0	0.0	0.0	1.0	1.0	16.0	0.0	0.0	3.0	2.0	3.0	33.0	2.0	72.0	10.0	0.0	32.0	2.0	Y	Y
