INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	RELEVANCE_INDEX
6869	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	84.0	3.0	5.0	54.0	3.0	9.0	12.0	-6.931471805599453
6870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	142.0	1.0	14.0	12.0	15.0	6.0	9.0	0.0
6871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	879.0	2.0	118.0	329.0	82.0	66.0	469.0	0.0
6872	0.0	16.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	217.0	0.0	14.0	26.0	204.0	46.0	8.0	27.422764113315637
6873	7.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	11.0	1.0	2.0	0.0	11.0	0.0	3.0	38.004512297710406
6874	0.0	7.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	12.0	0.0	0.0	1.0	8.0	100.0	0.0	18.0	161.0	0.0	0.0	37.0	6.26381484247684
6875	0.0	8.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	111.0	5.0	12.0	20.0	0.0	33.0	23.0	21.20263536200091
6876	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	1.0	0.0	0.0	5.0	6.0	130.0	0.0	11.0	54.0	1.0	17.0	122.0	-5.0580045583924
6877	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	11.0	0.0	0.0	0.0	1.0	37.0	17.0	0.0	12.0	3.0	1.0	5.0	8.0	29.957322735539915
6878	0.0	2.0	0.0	14.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	3.0	10.0	292.0	0.0	331.0	94.0	34.0	90.0	368.0	56.715132140874154
6879	2.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	14.0	7.0	8.0	30.0	0.0	2.0	14.0	19.944920232821374
6880	0.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	34.0	59.0	0.0	13.0	13.0	19.0	14.0	8.0	-4.054651081081645
6881	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	5.0	34.0	4.0	13.0	50.0	0.0	1.0	13.0	-2.7980789396771124
6882	0.0	0.0	0.0	22.0	0.0	0.0	0.0	25.0	1.0	4.0	0.0	15.0	0.0	0.0	0.0	12.0	2.0	51.0	0.0	105.0	1.0	3.0	16.0	147.0	79.0003670086904
6883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	11.0	0.0	6.0	1.0	0.0	1.0	3.0	0.0
6884	0.0	8.0	0.0	0.0	10.0	0.0	0.0	18.0	0.0	11.0	0.0	0.0	6.0	0.0	1.0	12.0	20.0	84.0	2.0	10.0	65.0	0.0	9.0	158.0	15.725548373142956
6885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	23.0	0.0	9.0	67.0	1.0	5.0	36.0	0.0
6886	3.0	17.0	0.0	3.0	0.0	0.0	0.0	20.0	2.0	8.0	0.0	1.0	1.0	0.0	2.0	8.0	17.0	89.0	0.0	8.0	43.0	1.0	24.0	205.0	42.359584232733006
6887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	11.0	3.0	3.0	5.0	11.0	0.0	0.0	23.0	0.0
6888	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	10.0	14.0	0.0	28.0	1.0	1.0	30.0	2.0	-6.931471805599453
6889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0	2.0	16.0	0.0	0.0	31.0	0.0
6890	0.0	0.0	0.0	0.0	15.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	13.0	0.0	0.0	4.0	11.0	33.0	0.0	5.0	79.0	0.0	3.0	23.0	23.59249435647547
6891	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	79.0	61.0	0.0	16.0	7.0	1.0	26.0	27.0	28.33213344056216
6892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	17.0	38.0	0.0	2.0	28.0	0.0
6893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	14.0	0.0	12.0	36.0	0.0	7.0	8.0	0.0
6894	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	104.0	0.0	7.0	19.0	36.0	5.0	2.0	2.899092476264711
6895	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	283.0	0.0	18.0	40.0	2.0	30.0	14.0	-10.986122886681098
6896	2.0	14.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	67.0	0.0	6.0	8.0	20.0	26.0	1.0	18.240287297968408
6897	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	15.0	2.0	20.0	151.0	0.0	5.0	9.0	14.978661367769954
6898	0.0	4.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	9.0	0.0	0.0	5.0	5.0	39.0	0.0	17.0	125.0	0.0	1.0	36.0	4.3773436867695
6899	0.0	2.0	0.0	0.0	9.0	0.0	0.0	5.0	1.0	4.0	1.0	2.0	11.0	0.0	0.0	10.0	6.0	49.0	2.0	9.0	152.0	0.0	4.0	33.0	14.978661367769956
6900	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	10.0	0.0	3.0	16.0	3.0	20.0	3.0	7.0	39.0	0.0	8.0	52.0	19.250738008550293
6901	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	4.0	99.0	0.0	6.0	45.0	16.0	18.0	14.0	-8.958797346140274
6902	0.0	0.0	0.0	0.0	14.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	1.0	8.0	0.0	4.0	66.0	0.0	0.0	28.0	25.053176470481283
6903	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	56.0	0.0	3.0	36.0	0.0	5.0	34.0	-2.7980789396771124
6904	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	26.0	0.0	1.0	2.0	0.0	0.0	0.0	4.133392865922341
6905	0.0	12.0	0.0	0.0	5.0	13.0	2.0	0.0	0.0	7.0	0.0	0.0	3.0	4.0	2.0	0.0	2.0	99.0	1.0	9.0	74.0	76.0	24.0	5.0	52.199094833083116
6906	0.0	15.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0	118.0	0.0	6.0	4.0	11.0	3.0	20.0	-6.931471805599453
6907	0.0	2.0	0.0	4.0	4.0	0.0	0.0	23.0	0.0	1.0	0.0	2.0	3.0	0.0	1.0	11.0	8.0	42.0	0.0	30.0	55.0	0.0	3.0	198.0	50.63315551925169
6908	14.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	33.0	22.0	1.0	4.0	48.0	0.0	4.0	24.0	28.19621976759315
6909	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	11.0	20.0	0.0	38.0	18.0	0.0	14.0	127.0	32.95836866004329
6910	3.0	0.0	0.0	0.0	0.0	2.0	15.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	8.0	1.0	11.0	16.0	0.0	7.0	10.0	11.0	53.0	13.0	77.42402021815782
6911	0.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	74.0	0.0	4.0	56.0	6.0	17.0	116.0	5.493061443340548
6912	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	5.0	1.0	0.0	1.0	13.0	0.0	1.0	7.0	13.862943611198906
6913	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	2.0	0.0	0.0	4.0	20.0	0.0	2.0	82.0	16.66102255087602
6914	5.0	5.0	0.0	0.0	14.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	8.0	0.0	0.0	1.0	49.0	49.0	3.0	24.0	117.0	14.0	0.0	50.0	38.97823268167297
6915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	40.0	0.0	27.0	4.0	1.0	4.0	16.0	0.0
6916	0.0	2.0	2.0	2.0	4.0	0.0	0.0	17.0	0.0	1.0	1.0	1.0	4.0	0.0	0.0	11.0	5.0	17.0	2.0	9.0	101.0	0.0	0.0	110.0	82.92272422839737
6917	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	2.0	37.0	0.0	30.0	91.0	0.0	2.0	8.0	12.424533248940001
6918	0.0	24.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	184.0	0.0	2.0	81.0	0.0	2.0	26.0	-10.601317681000454
6919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	55.0	1.0	6.0	22.0	0.0	2.0	28.0	5.493061443340549
6920	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	244.0	0.0	5.0	19.0	3.0	16.0	103.0	-13.195286648076292
6921	0.0	0.0	0.0	2.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	5.0	8.0	17.0	1.0	101.0	89.0	0.0	1.0	158.0	41.00555822221379
6922	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	26.0	0.0	0.0	0.0	4.0	71.0	0.0	1.0	203.0	0.0	2.0	4.0	15.677471079645748
6923	0.0	7.0	0.0	0.0	7.0	0.0	0.0	16.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	9.0	8.0	44.0	2.0	4.0	107.0	2.0	6.0	134.0	14.16606672028108
6924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	10.0	10.0	1.0	13.0	70.0	0.0	7.0	21.0	10.986122886681098
6925	2.0	1.0	0.0	0.0	8.0	0.0	0.0	8.0	2.0	1.0	0.0	0.0	4.0	0.0	0.0	4.0	13.0	10.0	0.0	5.0	65.0	0.0	1.0	78.0	29.492632757243566
6926	0.0	6.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	92.0	0.0	7.0	8.0	36.0	25.0	2.0	6.160718406463163
6927	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	40.0	97.0	0.0	2.0	3.0	5.0	0.0	20.0	-8.958797346140274
6928	2.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	43.0	29.0	5.0	55.0	227.0	0.0	1.0	234.0	24.849066497880003
6929	0.0	13.0	0.0	0.0	0.0	0.0	6.0	7.0	0.0	7.0	0.0	3.0	0.0	0.0	5.0	5.0	2.0	101.0	0.0	7.0	16.0	26.0	28.0	27.0	26.39057329615259
6930	0.0	15.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	13.0	0.0	0.0	4.0	0.0	1.0	1.0	10.0	83.0	0.0	5.0	38.0	36.0	23.0	38.0	8.109302162163289
6931	0.0	13.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	8.0	0.0	13.0	115.0	0.0	3.0	11.0	0.0	60.0	5.0	3.283897681945353
6932	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	4.0	0.0	0.0	0.0	4.0	7.0	0.0	1.0	16.0	0.0	0.0	2.0	21.383330595080277
6933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	93.0	1.0	3.0	14.0	0.0	1.0	47.0	0.0
6934	2.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	12.0	28.0	1.0	11.0	21.0	21.0	2.0	25.0	26.20873507529821
6935	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	18.0	2.0	0.0	2.0	50.0	0.0	1.0	5.0	19.944920232821374
6936	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	5.0	7.0	0.0	9.0	0.0	2.0	6.0	5.0	21.972245773362197
6937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	31.0	0.0	6.0	3.0	0.0	4.0	15.0	0.0
6938	0.0	9.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	3.0	5.0	153.0	0.0	15.0	3.0	0.0	29.0	50.0	14.69580961032798
6939	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	1.0	27.0	1.0	1.0	0.0	31.0	2.5541281188299525
6940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	399.0	2.0	53.0	126.0	28.0	32.0	249.0	0.0
6941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0	0.0	1.0	7.0	0.0	0.0	2.0	0.0
6942	3.0	0.0	0.0	0.0	0.0	2.0	18.0	10.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	5.0	14.0	39.0	2.0	13.0	11.0	17.0	162.0	115.0	86.498188992709
6943	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	3.0	9.0	70.0	0.0	6.0	41.0	0.0	2.0	17.0	-2.9389333245105966
6944	0.0	2.0	0.0	0.0	14.0	0.0	0.0	6.0	0.0	1.0	0.0	3.0	5.0	0.0	0.0	3.0	1.0	16.0	1.0	5.0	111.0	1.0	0.0	47.0	17.776740307447067
6945	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	5.0	10.0	43.0	3.0	19.0	40.0	1.0	14.0	121.0	1.6823611831060639
6946	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	38.0	0.0	7.0	1.0	0.0	0.0	23.0	-0.7707533991362912
6947	0.0	0.0	0.0	0.0	29.0	0.0	0.0	30.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	1.0	1.0	1.0	18.0	0.0	0.0	12.0	34.175922930736505
6948	0.0	5.0	0.0	0.0	13.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	7.0	0.0	0.0	1.0	3.0	45.0	0.0	14.0	173.0	0.0	0.0	39.0	9.729550745276567
6949	0.0	11.0	0.0	0.0	5.0	0.0	2.0	25.0	0.0	6.0	0.0	0.0	2.0	0.0	1.0	11.0	4.0	57.0	2.0	7.0	32.0	0.0	9.0	153.0	29.303931117329327
6950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	19.0	1.0	19.0	24.0	0.0	1.0	151.0	8.047189562170502
6951	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	332.0	0.0	1.0	9.0	13.0	18.0	53.0	-12.424533248940001
6952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	53.0	216.0	0.0	40.0	7.0	4.0	24.0	370.0	0.0
6953	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	20.0	6.0	0.0	1.0	44.0	1.0	12.0	20.0	21.91013317336941
6954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	50.0	0.0	9.0	2.0	2.0	24.0	91.0	10.986122886681098
6955	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	11.0	12.0	7.0	18.0	49.0	0.0	0.0	31.0	8.047189562170502
6956	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	4.0	18.0	8.0	0.0	5.0	51.0	0.0	0.0	53.0	21.972245773362197
6957	12.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	65.0	0.0	5.0	13.0	0.0	17.0	4.0	14.136568109645136
6958	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	53.0	0.0	1.0	140.0	0.0	3.0	178.0	0.0
6959	0.0	0.0	0.0	0.0	15.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	4.0	43.0	0.0	36.0	146.0	0.0	2.0	47.0	21.91013317336941
6960	0.0	0.0	0.0	0.0	13.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	1.0	12.0	60.0	0.0	11.0	192.0	3.0	5.0	83.0	18.68834809141684
6961	0.0	2.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	4.0	4.0	115.0	0.0	3.0	250.0	0.0	4.0	20.0	9.229133452491652
6962	4.0	2.0	0.0	0.0	6.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	17.0	22.0	1.0	3.0	37.0	1.0	1.0	22.0	25.823929869617572
6963	0.0	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	17.0	0.0	0.0	5.0	2.0	10.0	1.0	13.0	95.0	0.0	0.0	32.0	25.589969062083778
6964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	59.0	0.0	4.0	21.0	2.0	1.0	5.0	0.0
6965	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	34.0	0.0	1.0	25.0	0.0	0.0	10.0	-5.493061443340549
6966	0.0	13.0	0.0	0.0	2.0	0.0	2.0	8.0	0.0	8.0	0.0	0.0	2.0	0.0	1.0	5.0	5.0	83.0	0.0	2.0	54.0	2.0	29.0	77.0	19.763082011967
6967	0.0	0.0	0.0	0.0	12.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	14.0	0.0	0.0	4.0	25.0	32.0	0.0	8.0	182.0	0.0	2.0	56.0	22.55429753258425
6968	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	31.0	0.0	5.0	78.0	0.0	2.0	129.0	-2.5541281188299525
6969	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	1.0	7.0	24.0	0.0	2.0	47.0	4.0	2.0	5.0	-2.0273255405408213
6970	0.0	24.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	151.0	1.0	30.0	26.0	1.0	3.0	28.0	-10.601317681000454
6971	3.0	2.0	0.0	0.0	19.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	10.0	0.0	0.0	7.0	38.0	29.0	2.0	17.0	127.0	0.0	6.0	18.0	23.34854353562831
6972	1.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	22.0	19.0	0.0	2.0	70.0	1.0	1.0	9.0	6.931471805599453
6973	0.0	0.0	0.0	0.0	12.0	0.0	1.0	24.0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	19.0	13.0	13.0	1.0	3.0	122.0	11.0	20.0	171.0	39.316333620047864
6974	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	3.0	5.0	4.0	0.0	1.0	67.0	5.0	0.0	18.0	14.451858789480823
6975	0.0	7.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	1.0	0.0	0.0	0.0	8.0	56.0	0.0	14.0	33.0	0.0	1.0	18.0	24.260151319598087
6976	0.0	3.0	0.0	0.0	13.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	4.0	4.0	57.0	0.0	11.0	160.0	0.0	1.0	64.0	15.993365587753406
6977	0.0	5.0	0.0	0.0	14.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	1.0	0.0	11.0	33.0	1.0	14.0	115.0	0.0	7.0	31.0	21.060637989392422
6978	0.0	3.0	0.0	18.0	3.0	0.0	0.0	17.0	0.0	2.0	0.0	9.0	6.0	0.0	0.0	14.0	14.0	33.0	0.0	163.0	122.0	0.0	5.0	183.0	73.34063837280962
6979	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	83.0	0.0	1.0	0.0	14.0	16.0	3.0	-8.047189562170502
6980	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	270.0	9.0	24.0	144.0	5.0	7.0	64.0	-3.465735902799726
6981	0.0	16.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	146.0	0.0	19.0	99.0	0.0	1.0	131.0	-6.118877158110578
6982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	718.0	6.0	103.0	326.0	83.0	80.0	585.0	0.0
6983	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	1.0	3.0	0.0	4.0	18.0	1.0	20.0	2.0	18.44439727056968
6984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	14.0	0.0	1.0	10.0	0.0	0.0	37.0	0.0
6985	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	101.0	0.0	4.0	1.0	0.0	1.0	18.0	-10.986122886681098
6986	0.0	0.0	0.0	0.0	15.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	12.0	0.0	0.0	2.0	3.0	42.0	5.0	10.0	166.0	0.0	3.0	24.0	20.79441541679836
6987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	74.0	0.0	3.0	0.0	1.0	2.0	9.0	0.0
6988	0.0	3.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	77.0	0.0	8.0	88.0	7.0	1.0	132.0	6.263814842476839
6989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	17.0	0.0	6.0	3.0	0.0	0.0	51.0	11.51292546497023
6990	0.0	2.0	0.0	0.0	12.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	5.0	12.0	62.0	1.0	11.0	156.0	0.0	8.0	150.0	17.728893052366313
6991	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	6.0	7.0	4.0	1.0	10.0	60.0	0.0	0.0	26.0	14.451858789480823
6992	6.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	25.0	0.0	0.0	1.0	18.0	20.0	3.0	6.0	147.0	0.0	0.0	9.0	35.93828582057478
6993	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0	42.0	0.0	11.0	11.0	11.0	13.0	6.0	12.242695028085631
6994	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	15.0	0.0	2.0	0.0	5.0	0.0	2.0	-8.047189562170502
